C:\Agilent\ICPMH\1\DATA\Steven.Christopher Batch Data\LA Test1-20 TSP Sites Batch12.b\017SMPL.d
Intensity Vs Time,CPS
Acquired      : 2018-08-01 12:02:05 using Batch LA Test1-20 TSP Sites Batch12.b
Time [Sec],Li7 -> 7,Be9 -> 9,B11 -> 11,Mg24 -> 24,Al27 -> 27,Si29 -> 29,P31 -> 31,S34 -> 34,Ca43 -> 43,Ca44 -> 44,Ti47 -> 47,V51 -> 51,Cr52 -> 52,Mn55 -> 55,Fe56 -> 56,Co59 -> 59,Ni60 -> 60,Cu63 -> 63,Zn64 -> 64,Zn66 -> 66,As75 -> 75,Se78 -> 78,Br79 -> 79,Rb85 -> 85,Sr88 -> 88,Zr90 -> 90,Mo95 -> 95,Ru101 -> 101,Rh103 -> 103,Pd105 -> 105,Cd111 -> 111,Sn118 -> 118,Sb121 -> 121,I127 -> 127,Cs133 -> 133,Ba137 -> 137,Ba138 -> 138,Pt195 -> 195,Hg202 -> 202,Tl205 -> 205,Pb208 -> 208,Bi209 -> 209,Th232 -> 232,U238 -> 238
11.2435,2850.22,0.00,1500.06,50.00,600.01,6351.14,1100.03,600.01,250.00,3050.27,50.00,0.00,2900.24,1900.10,20812.46,100.00,150.00,450.01,1000.03,650.01,250.00,23666.40,5000.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,200.00,300.00,0.00,4750.69,0.00,0.00,0.00,0.00,50.00,0.00,1000.03,50.00,0.00,0.00
12.2650,3300.30,0.00,1000.03,100.00,900.02,5550.87,850.02,1250.04,400.00,2850.23,0.00,0.00,3550.36,1350.05,20311.87,50.00,50.00,400.00,950.03,850.02,50.00,22364.65,4750.66,0.00,150.00,0.00,0.00,0.00,0.00,0.00,200.00,250.00,0.00,4800.70,0.00,0.00,0.00,300.00,200.00,0.00,1000.03,200.00,0.00,0.00
13.2859,2650.19,0.00,1300.05,250.00,1100.03,4700.62,700.01,1150.04,200.00,2800.22,0.00,0.00,3300.31,1550.07,21363.13,0.00,0.00,550.01,1050.03,950.03,100.00,21613.68,5000.73,50.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,150.00,50.00,5650.97,0.00,0.00,100.00,0.00,450.01,0.00,750.02,50.00,0.00,0.00
14.3078,2150.13,0.00,550.01,50.00,850.02,5951.00,1100.03,1150.04,200.00,3950.44,100.00,0.00,2900.24,1700.08,22664.78,0.00,0.00,400.00,1500.07,600.01,100.00,23466.12,5500.89,0.00,50.00,0.00,0.00,0.00,0.00,0.00,100.00,400.00,0.00,3450.36,0.00,0.00,0.00,50.00,300.00,0.00,400.01,300.00,0.00,0.00
15.3288,2450.17,0.00,850.02,250.00,850.02,4150.49,900.02,850.02,350.00,3150.28,0.00,100.00,2950.25,1150.04,21913.82,0.00,100.00,200.00,950.03,800.02,50.00,20312.08,4250.53,0.00,50.00,0.00,0.00,0.00,100.00,0.00,100.00,250.00,150.00,4350.58,0.00,0.00,0.00,0.00,150.00,0.00,550.01,0.00,0.00,0.00
16.3497,2350.15,0.00,800.02,50.00,800.02,4800.65,1050.03,900.02,150.00,2200.14,0.00,0.00,2950.25,1700.08,22865.04,50.00,0.00,450.01,450.01,600.01,50.00,24117.03,4000.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,350.00,0.00,5050.78,0.00,0.00,0.00,0.00,500.01,0.00,450.01,0.00,0.00,0.00
17.3706,2900.23,0.00,500.01,100.00,1050.03,5450.84,1450.06,1000.03,50.00,3350.32,0.00,0.00,2750.22,2450.17,23265.58,0.00,150.00,450.01,450.01,450.01,100.00,22114.32,4850.69,0.00,100.00,0.00,0.00,0.00,0.00,0.00,50.00,250.00,0.00,4450.60,0.00,0.00,0.00,0.00,200.00,0.00,250.00,50.00,0.00,0.00
18.3916,2450.17,0.00,500.01,100.00,600.01,4250.51,400.00,1350.05,200.00,2600.19,0.00,150.00,2650.20,1350.05,22114.07,0.00,0.00,600.01,900.02,650.01,150.00,22414.71,5550.90,0.00,0.00,0.00,0.00,0.00,0.00,50.00,0.00,150.00,100.00,4500.62,0.00,0.00,0.00,0.00,350.00,0.00,700.02,100.00,0.00,0.00
19.4135,3200.28,0.00,800.02,100.00,600.01,5750.93,650.01,900.02,300.00,3800.41,0.00,50.00,3250.30,1100.03,20211.76,0.00,0.00,800.02,900.02,400.00,250.00,21463.49,5800.99,50.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,150.00,50.00,4050.50,0.00,0.00,0.00,0.00,250.00,0.00,650.01,100.00,0.00,0.00
20.4349,3150.27,0.00,600.01,400.00,1000.03,5000.70,1200.04,1450.06,300.00,3050.27,700.01,0.00,3200.29,32430.23,23115.38,0.00,150.00,450.01,1050.03,550.01,50.00,23666.40,5050.75,0.00,0.00,500.01,0.00,0.00,0.00,0.00,0.00,450.01,0.00,5450.90,0.00,0.00,0.00,0.00,250.00,0.00,600.01,150.00,0.00,0.00
21.4559,2800.22,0.00,1250.04,150.00,1150.04,5400.82,1000.03,1200.04,250.00,3250.30,0.00,50.00,2550.19,1450.06,21863.75,100.00,0.00,350.00,850.02,550.01,200.00,24016.89,5150.78,350.00,422967.73,179801.09,16207.80,0.00,650.01,350.00,500.01,202329.68,350277.57,56747.83,15407.25,1820309.81,6998781.41,100.00,2850.26,1600.08,398668.25,33786.86,93788.09,13055.62
22.4768,19961.02,0.00,1614711.66,14157142.50,12658519.03,4081279.78,50722.49,45107.47,106069.58,1442975.62,66476.08,15406.80,37590.51,367137.12,14947175.33,2150.13,2100.13,5368457.54,58699.67,46011.36,11453.83,23365.99,8952.35,25519.17,136044.35,132668.56,3000.27,0.00,100.00,50.00,200.00,11554.03,38093.91,10603.42,2700.22,105419.17,859920.82,100.00,3500.39,700.02,58660.94,8902.56,1950.13,1600.08
23.4988,7901.73,0.00,1109103.15,10246131.48,6864829.84,4455137.21,11253.57,15656.93,65923.60,1367803.45,23666.00,8752.20,16507.82,138046.06,4720281.36,750.02,500.01,1174414.58,44206.55,23516.04,4800.67,20862.75,8001.88,22214.53,125261.64,97379.66,2900.25,0.00,100.00,0.00,50.00,10953.62,24217.75,8402.15,2500.19,83463.05,756512.08,0.00,1300.05,100.00,67798.14,7551.84,1650.09,2000.13
24.5197,13605.12,0.00,913168.58,8969601.76,7080336.10,3362484.06,4900.68,10152.91,64217.27,1289887.33,12054.15,2950.25,11804.00,89630.52,4601045.02,550.01,750.02,634132.73,46061.40,16107.53,3700.40,21363.37,7301.56,15406.99,62113.73,51729.02,850.02,0.00,800.02,50.00,0.00,11003.66,16007.76,8352.12,2000.12,125480.91,607050.55,0.00,1150.04,600.01,55649.84,4450.64,1650.09,2400.19
25.5406,11403.60,0.00,830772.97,13904528.44,8224890.03,3573799.30,4350.53,14005.55,99732.60,1208385.38,11053.49,3450.34,12554.52,167705.25,2336948.10,450.01,850.02,316829.91,25068.20,15156.67,3600.38,21363.37,7151.50,14306.03,77326.17,69994.60,1100.04,0.00,0.00,0.00,0.00,9902.96,17509.28,6751.39,3350.34,73465.10,393955.28,150.00,800.02,50.00,48726.56,4100.54,1200.05,1550.08
26.5615,10402.99,0.00,829987.91,9869841.63,6149999.36,2254038.33,6001.02,11803.94,83196.75,1147240.65,11803.98,3100.28,12754.67,68233.68,1997129.54,800.02,750.02,272686.02,27572.01,15106.62,2500.18,22614.98,6951.42,12204.39,150818.73,88883.05,950.03,0.00,0.00,0.00,300.00,16207.94,27422.76,7101.53,4150.53,105137.86,776835.76,0.00,600.01,350.00,48776.73,7151.65,1700.10,1900.12
27.5840,9052.27,0.00,1359916.53,11615140.88,7352160.32,5231536.45,5050.72,12054.11,75261.04,1274321.61,10703.27,3300.31,10553.20,47665.27,2199573.68,400.00,250.00,223537.43,20762.49,14556.15,3250.31,19911.61,7351.58,13305.21,85213.90,67584.83,350.00,0.00,250.00,0.00,100.00,11453.97,20012.13,8752.33,2400.18,62168.28,607984.39,50.00,250.00,250.00,41104.50,3650.43,950.03,800.02
28.6049,10252.91,0.00,834689.37,7005372.81,5172120.04,4642412.99,3700.39,9252.42,60002.41,1380301.01,9852.77,2650.20,13205.00,144246.11,2274006.69,550.01,350.00,306241.46,33081.68,21613.55,2450.18,22765.18,5650.94,12104.31,79636.84,57347.11,1950.11,0.00,0.00,0.00,100.00,8452.16,17559.34,7701.81,2350.17,80749.42,405226.60,0.00,850.02,350.00,46469.65,3500.40,950.03,2450.20
29.6259,9502.50,0.00,734003.68,8141059.56,6653762.65,3117930.54,5800.95,9052.32,83196.75,1490284.02,36488.02,4200.51,23165.39,112613.67,2644781.50,350.00,800.02,385914.36,37390.47,17709.10,4750.66,20612.44,8051.90,14506.20,90340.36,101554.11,1300.05,0.00,0.00,0.00,150.00,8652.26,24668.42,7451.69,2150.14,115457.29,535558.46,0.00,600.01,250.00,39400.08,3800.47,550.01,1600.08
30.6468,9702.60,0.00,622884.73,13456629.99,6955296.25,2928362.57,23565.66,12254.25,81388.29,1175364.28,13405.13,5200.78,13755.43,92746.81,2335366.26,800.02,1700.08,598701.14,25418.71,14806.36,5050.75,21113.05,7751.76,13055.02,96826.05,124506.81,1000.03,0.00,0.00,0.00,100.00,8802.34,23016.04,7601.76,2100.13,100508.77,524869.01,0.00,550.01,150.00,33686.61,3850.48,1600.08,1100.04
31.6687,8351.93,50.00,1115988.79,10017341.63,7262074.38,2502678.18,14155.65,13104.86,74357.20,1086446.22,15056.48,2100.13,13405.15,171996.88,1948822.31,900.02,350.00,644662.03,19911.48,13655.41,4900.70,20011.73,5901.02,12654.72,154703.54,100950.51,1200.04,0.00,0.00,0.00,150.00,9952.99,29927.11,6451.27,1600.08,76579.38,589316.96,0.00,750.02,100.00,32534.15,5500.98,1250.05,2050.14
32.6897,12404.26,0.00,1016345.63,9437565.84,5549013.80,4288840.33,10803.29,9352.47,63213.65,1247355.89,15556.92,2950.25,10553.20,70994.70,2779801.04,650.01,800.02,284575.54,33833.14,17609.00,7301.56,24968.25,7201.52,19361.04,85465.16,66179.29,200.00,0.00,150.00,50.00,100.00,9152.53,37793.22,7401.67,2850.25,106496.61,757978.04,0.00,450.01,350.00,76136.77,6351.30,1050.04,2100.15
33.7106,11703.79,0.00,733943.72,5871034.12,6987474.37,3117776.83,7351.53,9652.64,55688.22,1181288.80,8852.24,1600.07,8001.84,90937.29,4868891.91,550.01,850.02,273041.58,26470.29,13104.98,2300.15,22614.98,7651.72,12804.83,82550.75,59805.60,250.00,0.00,0.00,50.00,400.00,8802.34,23616.88,7451.69,1650.08,100106.32,748243.18,0.00,600.01,550.01,39049.19,4850.76,200.00,2050.14
34.7315,8752.12,0.00,545175.65,5782300.13,6301241.94,2115836.57,6551.21,7851.74,68633.96,991617.40,8251.95,2500.18,13004.85,112563.33,2308751.03,550.01,250.00,196764.58,24968.05,13305.14,3450.35,21763.87,6201.13,12554.64,79586.61,77175.76,1050.03,0.00,0.00,0.00,100.00,10403.27,17108.86,7301.62,2200.15,67589.78,450081.06,100.00,500.01,150.00,46770.55,4500.66,1350.06,1250.05
35.7530,6951.34,0.00,649033.90,7948375.18,4695554.40,2087219.19,2900.24,8602.09,50923.78,753185.81,7151.46,1900.10,14055.67,67731.72,2368847.90,600.01,850.02,285592.10,22064.10,13104.98,3900.44,22089.26,9052.40,9252.52,88782.15,61009.89,1200.04,0.00,0.00,0.00,250.00,7501.70,14256.15,8001.95,1800.10,65280.40,409686.14,0.00,400.01,350.00,41806.37,5200.87,1550.08,1200.05
36.7749,6151.05,50.00,624644.06,6533394.29,5069389.96,1924683.44,4100.47,7951.79,49569.91,650807.29,10453.12,2700.21,9202.43,55438.27,1762083.44,650.01,800.02,175285.09,22114.16,19260.76,4600.62,22214.45,8302.02,8352.05,62364.65,51277.66,400.00,0.00,0.00,0.00,0.00,6251.18,13705.69,8302.10,2250.15,100056.01,602278.24,0.00,450.01,250.00,7840567.36,8852.53,1600.08,3200.34
37.7958,10753.20,0.00,755880.97,7746982.20,5572877.08,2333616.26,4700.62,12304.28,40947.71,1013411.94,26069.41,6951.39,10453.13,46361.75,3632947.35,1000.03,650.01,205718.07,25218.41,14005.69,2650.21,20211.96,7601.69,12354.50,73007.06,53133.38,600.01,0.00,0.00,0.00,200.00,5751.00,12554.77,8001.95,800.02,81955.43,422096.88,0.00,500.01,100.00,24891.89,5651.03,12555.18,1900.12
38.8168,9102.29,50.00,569666.17,6502710.69,6692959.52,2673153.58,4400.55,7601.63,51625.82,816005.00,9252.45,1950.11,7451.59,43604.63,1807702.38,600.01,1250.05,517592.00,23866.50,14756.32,2250.15,24517.60,8752.25,13505.37,81596.13,59103.15,1200.04,0.00,0.00,0.00,250.00,36490.20,20512.74,7851.88,1400.06,63121.93,479914.46,0.00,550.01,400.01,32133.32,3900.49,131919.27,16759.26
39.8377,8001.77,0.00,576013.34,8093740.02,4700559.09,2173175.83,5250.78,9302.45,54685.07,760804.31,16808.07,1300.05,11603.86,44657.30,1582544.66,400.00,600.01,221157.13,21162.97,10553.23,1750.09,19961.67,6801.36,7001.44,56895.43,52130.25,600.01,0.00,0.00,0.00,150.00,7001.48,18310.15,6251.19,2550.20,74017.61,516353.33,0.00,500.01,150.00,35189.84,3050.30,49981.93,11904.67
40.8596,9052.27,0.00,1222074.73,9232790.83,7422429.85,2427985.41,5150.75,10353.03,79580.04,1107663.70,9402.53,2150.13,11904.07,47013.51,1479751.50,100.00,450.01,312298.49,27171.38,17358.74,2850.24,22364.65,7101.48,11704.04,110056.52,53534.63,750.02,0.00,0.00,0.00,100.00,5000.76,16608.35,6951.47,2050.13,75624.95,343175.96,0.00,350.00,250.00,29177.47,2850.26,13005.56,2150.15
41.8806,5600.87,100.00,682377.36,6883700.94,4313404.00,2872362.95,3600.37,8051.83,46461.42,755951.14,9302.47,2650.20,9352.51,37289.96,2212370.56,450.01,550.01,460765.98,22614.81,16207.62,3650.39,22314.58,6151.11,16508.02,90893.32,66329.87,1050.03,0.00,50.00,0.00,150.00,9202.56,34936.93,6801.41,2350.17,59006.56,554372.28,0.00,1100.04,150.00,43109.95,5551.00,3050.31,1250.05
42.9015,9502.50,0.00,546463.78,5852978.26,5602015.36,2246025.25,4000.45,13605.24,45208.16,944046.70,6501.21,2400.17,12354.38,39645.16,3923585.63,250.00,950.03,310364.07,27221.46,12654.65,3100.28,19661.32,9352.56,16207.74,78079.62,51628.72,1600.08,0.00,0.00,150.00,0.00,8902.40,48471.06,8252.07,1250.05,86830.56,633426.48,0.00,650.01,250.00,46218.89,5300.91,3400.38,1950.13
43.9229,9652.58,0.00,586441.66,6106313.42,7404848.60,3386664.92,4550.58,8452.02,67429.30,1152520.83,12904.76,2550.19,11553.83,115784.40,2932171.35,500.01,700.01,401206.92,30026.11,23465.97,4550.61,21813.94,7301.56,17759.29,105477.52,89787.80,1300.05,0.00,0.00,0.00,100.00,8502.18,29326.03,5150.81,2400.18,79342.55,478524.47,100.00,450.01,400.01,132060.90,5450.96,1400.06,1400.06
44.9449,7651.62,0.00,484015.54,7337354.85,4837634.87,2051473.68,3100.27,8602.09,51375.09,786815.40,8051.85,2250.15,13355.12,55388.11,2753888.15,450.01,500.01,239600.69,35185.84,15707.16,3500.36,20362.14,8252.00,13905.69,101402.74,87274.70,1050.03,0.00,0.00,50.00,150.00,7901.89,25219.25,7901.90,2700.22,78237.23,477134.53,0.00,750.02,400.01,34488.38,4700.71,1800.11,1900.12
45.9658,8151.84,0.00,765317.06,7472329.07,5523087.23,1902530.51,4100.47,9002.29,57092.72,941252.17,14405.93,1900.10,11553.83,62662.75,2207929.93,1050.03,600.01,231744.56,19911.48,14756.32,3050.27,23566.26,7601.69,10052.98,81244.45,78984.08,900.02,50.00,0.00,100.00,100.00,7701.79,61915.91,6001.10,1900.11,91304.88,673121.30,0.00,800.02,0.00,28726.63,4550.67,1050.04,1250.05
46.9868,5800.93,0.00,457280.58,4843878.62,3268921.17,1556024.84,5150.75,5250.78,35535.94,806060.47,22364.29,1800.09,10152.96,58347.77,3645141.10,350.00,250.00,770304.95,22664.87,14456.06,3150.29,21513.55,7151.50,13255.17,142345.84,115543.51,1500.07,0.00,100.00,0.00,400.00,7701.79,79591.44,6951.47,2100.13,123868.67,1284452.96,0.00,550.01,250.00,50131.05,5801.09,3950.51,1550.08
48.0077,6951.34,100.00,551565.83,6462584.91,5156546.99,2314714.31,4500.57,7051.41,39093.49,844508.22,32179.57,12754.66,18009.30,73605.54,4360380.96,1050.03,600.01,227995.17,23415.88,11954.15,3550.37,22364.65,6951.42,11053.60,74563.83,68890.08,500.01,0.00,0.00,0.00,0.00,5851.03,38595.07,7351.65,1650.08,73515.33,511039.66,0.00,600.01,200.00,40954.10,6851.52,1600.08,1500.07
49.0296,7801.68,0.00,467179.75,5096414.57,4737987.61,1977309.42,2850.23,7101.43,54133.36,801351.82,11703.92,8402.02,11603.86,35536.29,3605119.22,300.00,400.00,382847.18,18660.08,9902.84,2150.14,20011.73,7701.74,8652.21,51578.44,57597.95,650.01,0.00,0.00,0.00,150.00,6751.38,18710.60,7701.81,2500.19,71657.09,442374.23,0.00,650.01,200.00,51686.15,5801.09,4900.79,1250.05
50.0506,8702.09,0.00,490589.76,6196652.09,4791173.15,1914783.64,4200.50,9102.34,49770.48,806583.76,9702.69,11053.50,10653.26,35937.12,3738159.46,100.00,700.01,163419.57,16858.23,10303.08,2600.20,20662.50,7051.46,9052.41,52380.90,53835.58,500.01,0.00,0.00,0.00,100.00,4450.60,15357.14,8051.97,1600.08,56598.05,287107.21,150.00,550.01,150.00,31932.90,4400.63,1800.11,1850.11
51.0720,8752.12,0.00,455127.06,5988798.96,3833190.32,1208155.01,2900.24,7601.63,47965.46,654386.88,11553.82,8802.22,11053.51,56692.31,2941981.71,350.00,650.01,727247.09,20712.42,13155.02,3800.42,22364.65,7101.48,10153.04,77979.15,60407.73,600.01,0.00,0.00,50.00,100.00,6151.14,19611.64,6851.43,1350.06,44610.94,515630.97,0.00,350.00,100.00,34438.26,5150.86,1300.06,1950.13
52.0929,7251.45,0.00,672781.70,7430902.51,4508983.30,1881957.07,3300.31,10252.97,59400.37,802555.10,44807.31,3250.30,7351.55,42401.67,1880071.14,700.01,400.00,420098.30,19611.14,11603.91,2450.18,20712.56,6551.26,11654.00,83505.42,63920.61,400.00,0.00,50.00,50.00,200.00,9402.67,16207.95,7101.53,1050.03,67991.44,368111.36,0.00,400.01,150.00,36643.32,3150.32,1250.05,1150.04
53.1139,6851.30,50.00,471181.94,4187477.44,4016911.81,1647192.42,2950.25,6001.02,39394.17,628049.53,4800.66,2150.13,7751.73,98578.77,8437096.28,9002.34,2050.12,303290.07,29374.98,20962.75,3500.36,21663.74,7651.72,10002.95,79837.78,50926.59,400.00,0.00,150.00,100.00,650.01,7801.84,12254.55,6651.35,1800.10,123868.67,2499974.47,0.00,350.00,100.00,38397.57,2700.24,1150.04,1300.06
54.1358,7101.39,0.00,520769.40,6131789.59,4698526.28,1806281.10,4650.61,5600.89,52277.75,749951.53,6551.23,2200.14,8251.95,39294.37,1530499.06,300.00,750.02,119461.77,15757.19,9502.62,2050.12,21964.13,6351.18,8302.03,56895.43,64422.52,450.01,0.00,50.00,50.00,250.00,8802.34,14306.20,7201.58,1400.06,53939.06,367251.03,0.00,800.02,150.00,296665.70,4650.70,1300.06,1950.13
55.1567,8852.17,0.00,578594.10,8919162.70,5598159.11,2462741.85,2150.13,9002.29,63815.82,899178.24,9152.39,2500.18,12704.63,40797.83,1591660.00,900.02,250.00,171598.34,21813.78,15657.11,3050.27,20962.87,6601.28,10453.22,73408.79,66329.87,450.01,0.00,0.00,0.00,100.00,6701.36,14656.50,5851.04,1450.06,55494.28,316188.09,100.00,350.00,300.00,33636.51,3900.49,1700.10,1850.11
56.1777,8101.82,0.00,626714.13,7514858.76,5044734.49,2242110.79,3350.32,11503.74,65923.60,958236.06,7551.63,1550.07,14005.63,46863.10,2726953.77,400.00,650.01,304765.71,22414.55,13805.53,4000.47,20962.87,7851.81,11403.83,69743.34,54437.51,600.01,0.00,50.00,50.00,0.00,6201.16,9802.91,6151.15,1600.08,44610.94,602381.95,0.00,1300.05,250.00,43661.49,5701.05,1900.12,2000.13
57.1986,7051.38,0.00,660955.83,8694160.35,5334232.15,2444312.75,2950.25,8201.90,52478.35,940619.65,8001.83,1450.06,10202.99,54334.80,2941769.01,300.00,700.01,151108.21,19360.86,11053.55,1450.06,21313.30,7251.54,9852.86,77125.25,65476.55,500.01,0.00,0.00,0.00,250.00,6301.20,13155.24,5450.90,1150.04,71757.53,510420.67,0.00,900.03,200.00,52840.03,5851.11,950.03,1700.10
58.2205,8552.02,0.00,777419.01,7513910.32,6952447.03,2515244.78,3000.25,10453.09,67027.77,1095163.99,7601.65,1800.09,10903.41,58498.28,2522842.83,250.00,500.01,178770.54,18209.60,11303.71,2200.14,21213.17,7001.44,9802.83,70345.84,158388.53,1050.03,0.00,100.00,0.00,0.00,10553.37,13055.16,6601.33,1350.06,110271.58,428049.18,0.00,550.01,150.00,46670.24,3700.44,1450.07,1600.08
59.2420,10853.26,0.00,625782.63,7818626.74,5862092.32,2473587.75,3500.35,8251.93,54835.54,1006267.70,8001.83,1650.08,14005.63,77522.51,2532646.15,600.01,1000.03,222372.56,18209.60,12554.57,3050.27,21213.17,6751.34,6901.40,43255.18,79436.18,2350.16,0.00,0.00,0.00,200.00,15407.17,7201.57,6851.43,1100.04,72812.19,434157.58,0.00,550.01,100.00,37395.11,2700.24,1300.06,1850.11
60.2629,7701.64,0.00,535491.61,7822945.49,5890696.23,2611469.78,2900.24,9202.40,55387.26,812340.59,11153.56,2400.17,10553.20,61859.89,1840730.12,250.00,800.02,264002.62,15707.15,14105.77,3800.42,23065.58,6951.42,14356.07,104068.85,156369.85,2200.14,0.00,0.00,0.00,200.00,16608.33,11504.01,8102.00,2000.12,61666.38,433079.45,0.00,1050.04,450.01,30429.88,3150.32,950.03,1650.09
61.2838,6951.34,0.00,665623.01,6307312.64,4532957.13,1726321.91,3200.29,7401.55,47313.70,618985.56,8251.95,1300.05,9052.35,44156.02,1897010.59,550.01,750.02,224195.90,21062.85,16457.86,3900.44,23416.05,8352.04,13905.69,107993.31,80189.75,1400.06,0.00,0.00,0.00,350.00,15707.45,14106.03,8102.00,1450.06,60411.69,503974.67,50.00,1100.04,100.00,204491.81,5250.89,750.02,1300.06
62.3058,9152.32,0.00,850093.67,8807374.42,5652579.03,2876271.16,5500.85,5700.92,52628.80,901808.32,7001.40,1400.06,7151.47,69438.44,1869870.55,800.02,700.01,282237.63,24467.33,18559.99,2650.21,22089.26,9052.40,16858.37,97731.26,70095.03,1200.04,0.00,0.00,0.00,0.00,11904.28,14656.50,8051.97,1200.04,66284.44,373890.78,0.00,1400.06,350.00,42107.19,4150.56,950.03,2200.16
