C:\Agilent\ICPMH\1\DATA\Steven.Christopher Batch Data\LA Test1-20 TSP Sites Batch12.b\002SMPL.d
Intensity Vs Time,CPS
Acquired      : 2018-08-01 11:30:25 using Batch LA Test1-20 TSP Sites Batch12.b
Time [Sec],Li7 -> 7,Be9 -> 9,B11 -> 11,Mg24 -> 24,Al27 -> 27,Si29 -> 29,P31 -> 31,S34 -> 34,Ca43 -> 43,Ca44 -> 44,Ti47 -> 47,V51 -> 51,Cr52 -> 52,Mn55 -> 55,Fe56 -> 56,Co59 -> 59,Ni60 -> 60,Cu63 -> 63,Zn64 -> 64,Zn66 -> 66,As75 -> 75,Se78 -> 78,Br79 -> 79,Rb85 -> 85,Sr88 -> 88,Zr90 -> 90,Mo95 -> 95,Ru101 -> 101,Rh103 -> 103,Pd105 -> 105,Cd111 -> 111,Sn118 -> 118,Sb121 -> 121,I127 -> 127,Cs133 -> 133,Ba137 -> 137,Ba138 -> 138,Pt195 -> 195,Hg202 -> 202,Tl205 -> 205,Pb208 -> 208,Bi209 -> 209,Th232 -> 232,U238 -> 238
11.2435,2700.20,0.00,3500.34,150.00,950.03,11453.69,2350.16,4100.48,500.01,5100.74,50.00,0.00,4750.65,1600.07,46411.94,100.00,150.00,750.02,5300.81,4000.46,1400.06,27622.34,4900.70,0.00,100.00,0.00,0.00,0.00,0.00,0.00,150.00,700.01,1050.03,7351.65,0.00,0.00,0.00,0.00,5050.82,0.00,13005.46,1850.11,0.00,0.00
12.2650,3850.41,0.00,3250.29,50.00,450.01,11453.69,2250.14,3700.39,300.00,5650.91,0.00,0.00,5350.82,1850.10,49921.65,0.00,0.00,550.01,5350.83,3600.38,650.01,25719.37,5901.02,50.00,0.00,0.00,0.00,0.00,100.00,50.00,150.00,550.01,850.02,7401.67,0.00,0.00,0.00,0.00,2650.23,0.00,11103.98,2250.16,0.00,0.00
13.2859,4150.48,0.00,3050.26,50.00,1150.04,12004.06,3850.42,3650.38,550.01,5050.73,0.00,150.00,4100.48,1000.03,49821.36,0.00,0.00,950.03,5650.93,3250.31,1000.03,25969.75,4550.61,0.00,50.00,0.00,0.00,0.00,0.00,0.00,50.00,500.01,1200.04,8001.95,0.00,0.00,0.00,0.00,4100.54,0.00,12054.69,2250.16,0.00,0.00
14.3068,3850.41,0.00,2500.17,100.00,950.03,9652.63,2950.25,3650.38,350.00,6051.04,0.00,0.00,5700.93,1950.11,48116.57,100.00,0.00,900.02,5550.89,2850.24,850.02,27271.77,5851.00,0.00,0.00,150.00,0.00,0.00,0.00,0.00,50.00,850.02,1100.04,7851.88,0.00,0.00,0.00,50.00,3300.35,0.00,11704.42,1500.07,0.00,0.00
15.3277,3150.27,0.00,2750.21,50.00,850.02,11903.99,3050.26,3550.36,350.00,4850.67,0.00,0.00,5050.73,2050.12,43554.55,0.00,250.00,700.01,4900.70,2650.20,650.01,26620.74,5450.87,100.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,1000.03,550.01,7501.71,0.00,0.00,0.00,0.00,3700.44,0.00,9753.07,1750.10,0.00,0.00
16.3497,3800.40,0.00,3050.26,150.00,750.02,11753.89,3200.29,3050.26,750.02,5050.73,50.00,50.00,4650.62,1350.05,48417.41,100.00,150.00,500.01,6101.08,3000.26,700.01,26370.36,5150.78,0.00,0.00,0.00,0.00,0.00,50.00,0.00,100.00,700.01,950.03,6701.37,50.00,0.00,0.00,0.00,2250.16,0.00,10503.56,1350.06,0.00,0.00
17.3706,2650.19,0.00,3200.28,50.00,750.02,10002.82,3250.30,3150.28,450.01,4050.47,150.00,0.00,5600.90,1700.08,45309.04,100.00,0.00,250.00,4900.70,3750.41,1000.03,26620.74,5650.94,100.00,50.00,0.00,0.00,0.00,0.00,0.00,250.00,800.02,650.01,6401.25,0.00,0.00,0.00,0.00,3300.35,0.00,10503.56,1950.12,0.00,0.00
18.3916,3500.34,0.00,3500.34,250.00,1100.03,11353.63,1950.11,3450.34,550.01,5800.96,0.00,200.00,4600.61,1350.05,45459.42,0.00,0.00,400.00,5150.77,3000.26,900.02,27872.74,4600.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,300.00,1000.03,6201.17,0.00,0.00,0.00,0.00,3100.31,0.00,9252.77,1900.12,0.00,0.00
19.4130,3550.35,0.00,3000.25,100.00,950.03,11603.79,3750.40,3500.35,500.01,5450.85,0.00,0.00,5200.78,1600.07,49319.93,0.00,50.00,650.01,5500.88,2150.13,950.03,26119.97,5450.87,50.00,0.00,0.00,0.00,0.00,100.00,50.00,150.00,900.02,1000.03,7951.92,0.00,0.00,0.00,0.00,3300.35,100.00,10303.43,2000.13,0.00,0.00
20.4349,2700.20,0.00,2750.21,50.00,1050.03,10953.38,2450.17,3250.30,950.03,5200.77,0.00,50.00,6051.05,2400.17,43755.06,50.00,50.00,800.02,4400.56,2650.20,950.03,24517.60,5650.94,150.00,0.00,0.00,0.00,0.00,150.00,50.00,150.00,800.02,800.02,6701.37,0.00,0.00,0.00,0.00,2550.21,0.00,8352.25,1800.10,0.00,0.00
21.4559,3000.25,0.00,2300.15,50.00,1050.03,9402.49,2800.22,2950.25,200.00,5000.71,100.00,0.00,6601.25,2100.13,46411.94,50.00,0.00,600.01,5150.77,2950.25,750.02,26520.59,5350.84,0.00,17358.89,11704.05,0.00,0.00,0.00,50.00,50.00,5300.85,11804.22,7501.71,750.02,9552.80,68343.01,0.00,2750.24,50.00,43811.92,6201.24,300.00,1200.05
22.4768,20161.24,0.00,1379761.46,11388493.22,5223525.12,4880151.67,21212.69,21963.64,61005.85,895339.18,16858.12,2050.12,14205.79,171037.47,7877497.05,200.00,200.00,4100.49,20011.60,23766.38,2100.13,23416.05,5050.75,13805.61,77627.53,38042.76,200.00,0.00,600.01,100.00,100.00,5851.03,2850.25,10303.23,2650.21,30528.55,417429.01,0.00,3050.30,0.00,148811.83,9803.11,850.02,1650.09
23.4977,10102.82,0.00,708261.44,5990707.95,3081852.80,2364525.83,3700.39,7701.68,30226.01,692353.82,3450.34,1550.07,8251.95,16457.79,434574.67,700.01,450.01,3300.32,34885.23,25669.11,2300.15,25969.75,4900.70,24717.99,97479.81,45009.84,250.00,0.00,0.00,50.00,0.00,5350.87,6051.11,9802.92,2800.24,38996.57,322765.19,0.00,2800.25,0.00,224820.76,12555.09,900.03,1850.11
24.5197,13304.90,100.00,889110.76,7964003.30,5678874.35,6752583.74,7001.38,10653.21,115881.34,2138564.11,15356.74,2400.17,14405.95,60906.53,2217463.72,550.01,950.03,3900.44,22214.29,27071.25,2000.12,23516.19,5851.00,15957.50,100849.45,46814.73,100.00,0.00,0.00,0.00,50.00,6251.18,7401.66,8602.25,5951.08,55343.75,295708.94,0.00,2500.20,350.00,57004.78,7451.80,700.02,3400.38
25.5406,13054.71,0.00,1052383.52,9388307.24,5485646.61,3131836.59,9002.29,14706.11,71394.94,983255.69,8452.04,15606.98,10152.96,116086.39,25849436.52,150.00,250.00,6351.17,50222.98,36037.65,2100.13,23816.61,5400.85,12654.72,57898.83,39145.27,150.00,0.00,0.00,0.00,0.00,2900.25,1800.10,8902.41,12654.89,30728.93,187219.35,0.00,2700.23,44914.93,33985200.76,8702.45,550.01,1450.07
26.5615,10002.77,0.00,1045291.14,10363699.45,4885250.89,2335183.26,7051.40,9352.47,65371.53,827212.23,30226.10,950.03,11303.67,17809.12,362049.79,950.03,250.00,3450.35,10102.96,8001.86,1450.06,25468.99,5650.94,5050.75,71550.86,30327.18,50.00,0.00,0.00,0.00,50.00,5650.97,3250.32,10103.10,2150.14,43558.10,197438.93,0.00,2650.23,0.00,197124.82,12905.38,1100.04,1400.06
27.5830,12054.02,50.00,932541.04,10350475.23,4311052.05,2895431.51,3900.43,9602.61,64167.09,1250997.88,7001.40,1500.06,13004.85,151860.57,587005.87,550.01,700.01,2650.20,22164.22,15106.62,1500.07,25168.54,6051.07,16908.42,107339.16,51678.87,350.00,0.00,0.00,0.00,250.00,4700.67,2750.23,9152.55,2500.19,31179.69,254471.56,0.00,2500.20,0.00,109586.51,17760.19,550.01,2050.14
28.6049,11753.82,100.00,1179382.45,11380046.35,5488275.12,4267529.39,72648.60,9552.58,69386.90,1645654.72,7851.76,2800.22,9352.51,23315.63,816346.50,400.00,300.00,5650.92,24867.91,12154.29,2100.13,25519.07,7151.50,14756.42,77577.32,44007.21,150.00,0.00,0.00,100.00,150.00,7301.61,2000.12,8752.33,2600.21,45814.26,251374.00,0.00,2750.24,150.00,107723.53,14356.66,850.02,2750.25
29.6259,17308.28,0.00,1575233.34,10230611.17,7208157.97,3466765.31,3400.33,8301.95,95660.01,1540417.51,5550.88,1450.06,12204.27,78225.64,508023.55,200.00,100.00,3650.39,16107.51,9952.87,1250.05,24217.17,5150.78,8952.36,61561.71,45310.64,150.00,0.00,0.00,0.00,100.00,4200.53,2150.14,7401.67,1900.11,38595.62,147766.97,50.00,2900.27,200.00,32433.95,14056.38,900.03,2450.20
30.6468,15106.31,0.00,1085301.00,16400665.99,6826326.72,3496218.44,3750.40,6801.31,87618.20,948656.76,8602.11,1700.08,12954.82,27171.22,624945.91,600.01,300.00,5600.91,12504.53,9552.65,1600.07,25819.52,5000.73,13205.13,93356.67,61963.35,0.00,0.00,0.00,0.00,50.00,4600.64,1950.12,8502.20,2500.19,37944.09,203664.84,0.00,2300.17,0.00,232736.48,11604.35,1100.04,1950.13
31.6677,12003.98,0.00,1247747.20,13277414.36,6520961.08,2781656.31,5650.90,9602.61,80685.06,1175738.50,17308.56,1000.03,8201.93,19060.45,291577.40,500.01,450.01,1700.08,11553.87,11503.84,2400.17,26670.83,5650.94,10553.28,98586.17,40448.33,0.00,0.00,0.00,50.00,50.00,4250.55,2450.18,8001.95,2400.18,42655.72,375016.19,100.00,2550.21,200.00,295952.25,17660.08,1550.08,3950.52
32.6886,15406.56,150.00,2841024.09,22512520.82,10645797.89,7870265.80,4650.61,13254.97,124792.14,2155632.86,13555.25,2950.25,12704.63,29625.23,846227.07,700.01,1150.04,2950.25,19811.37,22965.30,1250.05,27321.85,5901.02,14906.54,115945.64,49823.31,0.00,0.00,50.00,0.00,100.00,3850.45,2500.19,10653.45,1300.05,29526.71,203310.43,50.00,2400.19,100.00,49328.47,9753.07,500.01,1250.05
33.7106,9202.34,0.00,1045492.89,9771981.47,7399094.70,4550206.74,3800.41,15406.71,80735.28,1626465.66,6701.28,9802.75,9402.54,71295.93,3192903.39,100.00,250.00,20712.41,20412.07,10303.08,2850.24,23416.05,6901.40,18059.60,100648.25,46263.22,50.00,0.00,0.00,0.00,150.00,5050.77,3050.28,7701.81,1150.04,40650.61,233866.22,0.00,2250.16,50.00,403080.33,9302.80,550.01,1450.07
34.7315,12554.36,0.00,587281.95,9228663.49,5787868.10,2350392.24,3000.25,6001.02,79831.17,1010364.77,3450.34,700.01,10603.22,24266.93,583738.68,400.00,550.01,2450.17,34734.93,6451.21,1550.07,27972.91,5650.94,10002.95,67986.21,60457.91,200.00,0.00,0.00,0.00,50.00,3850.45,2100.13,8152.02,1500.07,133090.90,200627.51,0.00,2900.27,150.00,292028.77,11254.09,750.02,2750.25
35.7530,9552.52,0.00,1166049.15,15408148.78,6963825.94,7793766.58,4100.47,9952.80,102196.72,1423842.71,5850.98,1000.03,12754.67,22314.31,405479.04,400.00,400.00,3600.38,13905.60,9552.65,1900.11,23065.58,5700.95,10303.13,113478.99,47867.68,100.00,0.00,0.00,0.00,100.00,3500.37,1300.05,8852.39,900.02,26020.74,134654.07,0.00,2150.15,100.00,891184.49,9152.71,1250.05,1750.10
36.7739,8051.79,50.00,741055.83,7992581.43,3537459.84,2003481.10,4450.56,7951.79,41448.89,742142.35,5600.90,1600.07,8752.20,13955.60,304598.05,450.01,550.01,10002.90,14005.68,13054.95,1800.10,24717.89,6301.16,14506.20,111163.72,45059.97,100.00,0.00,0.00,0.00,200.00,3500.37,1700.09,7851.88,1650.08,21263.86,178421.46,0.00,2150.15,50.00,19011.67,11454.24,650.01,1200.05
37.7958,9902.71,0.00,1128052.27,8146612.68,4847509.48,3812361.41,3250.30,7251.49,48617.26,842305.88,3550.36,1000.03,9252.46,20862.52,366578.55,100.00,500.01,1950.11,12254.35,10002.90,1050.03,26019.82,6101.09,12154.35,69442.10,34034.22,0.00,0.00,0.00,0.00,250.00,2850.25,2500.19,8652.28,1600.08,32281.92,435441.17,0.00,1900.12,0.00,327375.40,8202.17,500.01,1150.04
38.8168,9952.74,0.00,623260.80,5994823.57,4439162.21,2801338.73,3150.28,5450.84,75009.97,1025166.43,4300.53,600.01,10202.99,31027.67,433493.61,750.02,550.01,8101.90,15306.79,11003.51,1700.08,23315.92,5901.02,18209.76,101654.24,54487.68,0.00,0.00,0.00,0.00,200.00,4600.64,2850.25,8602.25,1700.09,33835.07,157457.07,100.00,2750.24,100.00,45316.24,7401.77,200.00,1100.04
39.8377,8351.93,0.00,407456.04,8118196.28,5481102.47,2014800.24,2350.16,7301.51,69336.71,942939.38,5150.76,3650.38,10553.20,24216.86,290153.84,400.00,600.01,5250.80,27822.41,6251.13,950.03,24818.04,4850.69,15807.36,70998.55,52029.95,50.00,0.00,0.00,0.00,350.00,3050.28,1350.06,9852.95,3750.43,130923.46,227780.91,0.00,1950.12,0.00,151841.06,10203.36,900.03,2450.20
40.8586,11103.41,50.00,729839.52,11328372.91,5608352.86,2515595.17,2600.19,8852.22,78023.06,1035709.89,3100.27,5050.73,10553.20,24317.00,269423.86,400.00,250.00,2000.12,12454.49,12404.46,1850.10,24367.38,5250.81,13855.66,141034.95,62916.87,200.00,0.00,0.00,100.00,0.00,4700.67,2650.21,7351.65,1750.09,34436.32,164273.88,0.00,1600.08,100.00,36793.67,7701.92,750.02,1700.10
41.8806,8351.93,0.00,1194925.71,8771471.29,4391441.50,3788764.54,4450.56,18259.42,97721.32,1408426.59,26770.47,6101.07,13205.00,40547.24,593573.60,700.01,400.00,3700.40,14656.22,10753.35,1900.11,21313.30,4200.52,18359.93,153946.68,84510.70,150.00,0.00,50.00,100.00,150.00,6101.13,2500.19,7751.83,3050.28,32983.32,401690.73,0.00,2350.18,50.00,129287.65,8352.25,700.02,900.03
42.9015,9702.60,0.00,772860.91,7127993.13,5211912.62,3973717.28,5050.72,6651.25,59099.34,1449093.39,53832.71,9402.53,10002.87,45058.33,511987.51,100.00,200.00,2200.14,15456.92,7301.55,1300.05,26420.44,5700.95,21113.13,73961.18,42603.62,0.00,0.00,0.00,100.00,300.00,4350.57,2750.23,8802.36,1700.09,35288.14,213236.11,0.00,3050.30,0.00,81111.96,11254.09,550.01,900.03
43.9229,14305.66,0.00,1501769.56,12078971.36,9381308.02,4490200.49,3600.37,11103.49,90130.87,1603578.55,6801.32,500.01,18659.99,30076.00,327815.07,300.00,750.02,3100.28,176447.55,10102.96,1150.04,21563.62,6051.07,10853.47,63267.98,47366.26,50.00,0.00,0.00,0.00,200.00,3950.47,1650.08,7901.90,1550.07,23717.23,162758.78,0.00,2500.20,0.00,26422.53,7801.97,850.02,1250.05
44.9439,9102.29,0.00,908133.52,10239564.29,5758631.38,2222692.43,3450.34,5750.94,70039.50,849387.71,6151.08,500.01,9602.65,27121.15,254450.54,100.00,600.01,2200.14,10002.90,6951.40,1250.05,26720.91,5650.94,7051.47,66881.83,40197.74,150.00,0.00,0.00,0.00,100.00,3150.30,900.02,8252.07,1800.10,29827.25,162354.78,0.00,2050.14,0.00,14456.75,6651.43,550.01,550.01
45.9658,7301.47,0.00,677659.49,6639599.37,3147044.02,1784877.97,3100.27,7201.47,40296.21,695733.76,2650.20,550.01,7651.68,15556.96,170381.73,350.00,50.00,1700.08,8051.88,7351.57,700.01,26220.13,6651.30,8802.28,101302.13,51177.35,150.00,0.00,0.00,0.00,150.00,3650.40,2000.12,8102.00,1650.08,22265.19,121954.65,0.00,1500.07,100.00,12955.42,6951.56,650.01,1000.03
46.9868,7901.73,0.00,998124.92,10766008.05,4503947.76,3222180.93,3550.36,7451.57,54685.07,803653.63,9852.77,700.01,8301.98,14255.84,260742.88,450.01,300.00,2450.17,10753.35,8251.98,950.03,26270.21,6251.15,7701.75,56995.77,28524.05,50.00,0.00,50.00,0.00,100.00,3550.38,2800.24,8552.23,1300.05,28074.15,217694.51,0.00,2350.18,0.00,4232639.94,9352.83,850.02,1450.07
48.0077,9902.71,0.00,768160.56,6657004.84,6224997.40,3913527.04,8051.83,8502.04,66927.39,1374557.35,7701.69,1050.03,9452.57,34534.28,669355.78,450.01,950.03,3350.32,15957.37,8952.33,1350.05,25218.62,5600.92,9602.72,73710.10,46162.95,100.00,0.00,0.00,100.00,100.00,4500.61,2000.12,9002.47,1100.04,26872.12,207158.45,0.00,1300.05,300.00,12286.33,7301.72,300.00,1700.10
49.0286,9802.66,0.00,678386.05,10996294.78,6872990.78,3236627.81,3400.33,6301.12,86462.48,1256460.87,6301.14,750.02,12354.38,88675.65,575479.65,650.01,250.00,3400.34,19661.20,7901.81,1950.11,24968.25,6451.22,20962.94,109150.71,82752.04,500.01,0.00,0.00,0.00,250.00,6151.14,1450.06,8552.23,2450.18,33083.52,227426.03,0.00,1750.10,50.00,48475.78,9352.83,650.01,1900.12
50.0506,9402.45,0.00,778567.06,9952061.94,5320009.88,3337369.22,2600.19,6351.14,71696.15,1024327.85,3400.33,700.01,10353.08,21763.62,327101.81,650.01,900.02,5800.97,29675.50,14005.69,1650.08,23115.65,6351.18,12254.42,81194.20,52230.56,50.00,0.00,0.00,50.00,150.00,3750.43,2550.20,7451.69,3000.28,36540.89,259499.91,0.00,2100.14,100.00,18611.18,11003.91,500.01,1900.12
51.0720,10903.29,0.00,900243.77,11172850.25,5112732.15,3033995.58,4500.57,7751.70,101241.19,1189950.91,7051.42,1150.04,12004.13,28272.98,2239347.32,650.01,800.02,8201.95,14005.68,8302.00,1850.10,23966.82,5650.94,12104.31,108244.91,70396.26,50.00,0.00,0.00,0.00,400.00,6601.32,2600.20,8102.00,2300.16,26271.15,215363.82,100.00,2250.16,150.00,36693.44,9903.17,1150.04,1750.10
52.0929,8001.77,50.00,660903.92,7679859.55,3891976.65,3826015.71,3300.31,6151.07,56892.07,914858.81,5550.88,1100.03,10202.99,19110.50,294689.04,0.00,150.00,2100.13,9102.40,6151.10,1250.05,23866.68,5350.84,7801.79,62214.09,28373.80,50.00,0.00,0.00,0.00,0.00,4950.74,2750.23,8152.02,1700.09,35187.92,267731.50,0.00,2250.16,150.00,17760.18,10003.23,400.01,800.02
53.1139,13505.05,0.00,813249.97,8722440.04,5811835.68,3756755.16,19961.24,5800.95,65321.35,1144894.75,5250.79,950.03,11403.73,36588.47,582043.03,500.01,600.01,4500.59,72200.74,29074.52,2650.21,23966.82,5400.85,25819.62,156015.49,51227.50,250.00,0.00,50.00,0.00,200.00,4450.60,3400.35,7701.81,2150.14,135157.78,373481.55,0.00,2400.19,100.00,164165.89,10053.27,350.00,2350.18
54.1348,15356.52,0.00,894151.48,10579223.67,5255359.10,3870155.16,12754.59,7601.63,95861.11,1217338.21,5350.82,850.02,13655.35,33983.20,458729.65,300.00,350.00,3000.26,17408.78,9502.62,1650.08,23265.85,4200.52,17058.57,91295.47,61009.89,400.00,0.00,100.00,0.00,200.00,6751.38,4200.53,8552.23,3250.32,62067.89,386377.01,0.00,2100.14,200.00,75684.57,9452.89,1100.04,2400.19
55.1567,13054.71,0.00,1255484.31,10783508.83,5773240.36,4147007.12,6401.16,12304.28,87216.18,1509884.60,7251.50,2950.25,13004.85,34233.69,384816.81,350.00,1550.07,2600.20,14055.72,9002.35,1650.08,22865.31,6451.22,18159.71,114032.69,49572.57,0.00,0.00,0.00,0.00,350.00,3250.32,1550.07,7351.65,2200.15,30177.90,194200.38,0.00,2200.16,50.00,66844.01,9402.86,650.01,1750.10
56.1777,10102.82,0.00,1375597.59,11653310.42,5198071.21,4160759.86,5050.72,8652.12,76114.71,1381922.39,7151.46,5050.73,14155.75,94305.17,506119.15,750.02,50.00,3200.30,17458.83,11053.55,1850.10,24667.82,6701.32,17859.39,131357.56,63117.60,350.00,0.00,50.00,0.00,350.00,5300.85,2600.20,7901.90,1950.12,34135.69,285886.04,0.00,1950.12,0.00,54295.05,10503.56,750.02,1150.04
57.1986,13104.75,0.00,1084941.72,9202870.52,5208326.29,4218320.02,4200.50,7851.74,63665.27,1199866.63,7551.63,700.01,9052.35,20862.52,1519816.05,350.00,300.00,2100.13,18559.98,10803.39,1800.10,23716.47,5600.92,19961.73,124052.76,45059.97,100.00,0.00,0.00,0.00,350.00,4650.65,1950.12,8502.20,2150.14,45563.56,317819.37,0.00,1500.07,200.00,64383.61,10453.53,900.03,1050.04
58.2195,11203.47,0.00,772826.48,9593476.00,4745135.26,2855341.27,3100.27,7151.45,58045.84,1162604.71,3850.42,600.01,12154.24,30376.52,319658.50,200.00,350.00,2450.17,14305.93,10203.02,1200.04,23466.12,4550.61,14155.90,70245.42,41951.99,100.00,0.00,0.00,0.00,150.00,3950.47,2100.13,6951.47,2000.12,34185.80,215414.48,0.00,2100.14,0.00,24319.09,8102.12,350.00,1250.05
59.2420,12904.60,0.00,538324.18,8431806.44,4342087.60,3004444.21,3200.29,7401.55,72800.69,877731.46,17208.46,700.01,10753.32,25969.39,303376.91,150.00,600.01,3650.39,14105.77,6551.25,1400.06,25068.40,5150.78,10303.13,82450.25,50475.24,300.00,0.00,0.00,0.00,50.00,3850.45,2050.13,8302.10,1550.07,26671.80,166698.29,0.00,1900.12,50.00,15557.81,7301.72,750.02,1100.04
60.2629,9702.60,0.00,1143787.53,12430769.03,5053196.60,2823866.47,4000.45,11403.68,99380.61,1466411.56,7801.74,2750.22,11003.47,29775.49,539759.73,400.00,1250.05,3400.34,16708.09,13004.91,1850.10,24267.24,5400.85,27221.82,88179.03,43656.30,0.00,0.00,0.00,0.00,200.00,2100.13,1600.08,8702.30,2250.15,22265.19,122609.56,100.00,1600.08,0.00,24719.72,8252.20,750.02,1850.11
61.2838,9302.39,0.00,1010557.54,8404058.00,3518122.34,2858745.57,2850.23,21513.08,51575.68,1012572.39,5951.01,950.03,17508.80,24367.07,855463.50,550.01,800.02,3100.28,11353.73,8201.95,1150.04,26370.36,4800.68,13705.53,110962.39,45260.51,50.00,0.00,0.00,50.00,200.00,4900.73,3050.28,7251.60,1350.06,30829.11,257010.94,0.00,1750.10,100.00,17259.62,10153.33,750.02,2050.14
