C:\Agilent\ICPMH\1\DATA\Steven.Christopher Batch Data\1FEB21SC2416.b\001SMPL.d
Intensity Vs Time,CPS
Acquired      : 2021-02-01 15:14:07 using Batch 1FEB21SC2416.b
Time [Sec],Li7 -> 7,Mg24 -> 24,Mg25 -> 25,Ca43 -> 43,Ca44 -> 44,Sc45 -> 45,Mn55 -> 55,Fe57 -> 57,Co59 -> 59,Cu63 -> 63,Cu65 -> 65,Zn66 -> 66,Rb85 -> 85,Sr86 -> 86,Sr87 -> 87,Sr88 -> 88,Y89 -> 89,Cd111 -> 111,Cd114 -> 114,Sb121 -> 121,Sb123 -> 123,Ba137 -> 137,Ba138 -> 138,Tl205 -> 205,Pb206 -> 206,Pb207 -> 207,Pb208 -> 208,Th232 -> 232,U238 -> 238
32.7839,40.00,6037037.41,890418.35,1572061.85,27936117.08,180.00,247114.22,28292.38,650.01,29734.84,11153.50,112847.84,24096.61,1595269.51,1249596.00,16354066.01,0.00,10.00,50.00,40.00,50.00,15927.56,108691.51,40.00,790.02,650.01,1710.09,0.00,150.00
35.7637,60.00,5815106.79,856856.08,1537019.35,26864892.10,160.00,251301.93,30666.29,3520.35,23575.62,11573.77,107756.33,24036.53,1755313.57,1305023.34,15994939.76,40.00,20.00,140.00,40.00,30.00,14055.89,88121.19,120.00,290.00,530.01,910.03,0.00,70.00
38.7425,50.00,5319530.55,841708.74,1587626.54,27891154.58,120.00,244660.88,30125.38,610.01,66313.43,12854.65,115112.33,28523.27,1937130.75,1391836.54,16488602.25,70.00,10.00,120.00,90.00,80.00,14626.38,93801.92,140.00,660.01,520.01,1660.09,0.00,60.00
41.7229,40.00,5654183.67,916685.38,1653465.44,28847839.57,170.00,264977.05,33060.56,1160.04,28182.32,60482.86,121776.61,26630.29,1943662.00,1445445.45,17570513.49,150.00,30.00,200.00,2520.19,20.00,11714.09,79146.56,1560.08,820.02,610.01,1920.12,0.00,100.00
44.7017,100.00,5860536.16,864481.47,1636739.82,29032742.07,290.00,292775.15,31607.93,800.02,31407.72,16287.47,137369.90,27121.04,1960161.06,1432402.17,16822068.50,90.00,20.00,50.00,80.00,60.00,35808.21,101798.41,110.00,840.02,630.01,1700.09,10.00,230.00
47.6815,10.00,5893836.16,890995.22,1634558.88,28159977.08,190.00,326165.05,33701.75,940.02,29845.03,13415.07,139577.03,25498.60,1863913.57,1414874.35,16337099.76,110.00,20.00,160.00,170.00,40.00,8572.19,56555.32,120.00,1070.04,700.02,1990.12,0.00,150.00
50.6609,70.00,6028774.29,942988.97,1594169.19,28582312.07,150.00,371893.94,38671.81,730.01,33321.20,17388.51,156194.71,28282.88,1918897.78,1462916.23,17939979.73,100.00,20.00,120.00,130.00,100.00,8121.97,52953.57,90.00,890.02,750.02,1670.09,0.00,2160.15
53.6407,30.00,7130314.27,1112538.66,1941853.88,33862372.00,220.00,461627.38,41909.09,700.01,39443.70,17678.80,167789.88,30797.13,2062246.06,1493214.04,18919722.22,30.00,80.00,140.00,30.00,30.00,7191.54,48439.94,100.00,1040.03,620.01,1520.07,0.00,150.00
56.6195,50.00,6316973.03,974165.61,1676896.07,29231712.06,190.00,447382.34,34944.13,610.01,34383.21,16647.80,176766.46,26940.76,1856716.53,1323850.76,16031264.76,30.00,10.00,220.00,90.00,50.00,8742.28,43476.35,140.00,670.01,1120.04,1850.11,0.00,50.00
59.5999,30.00,6580291.78,1022818.42,1707547.32,29822982.06,180.00,480073.20,34843.94,660.01,41758.97,24867.40,194237.75,24036.53,1808815.44,1344057.64,16054721.01,80.00,10.00,80.00,70.00,140.00,5440.88,38273.68,120.00,1030.03,1410.06,2350.17,0.00,70.00
62.5787,30.00,5971178.66,891782.17,1519321.70,27140629.60,180.00,399611.79,33371.13,610.01,38752.18,18709.85,192943.77,22684.72,1721117.16,1283425.45,15232897.27,70.00,120.00,140.00,140.00,0.00,5510.91,32832.15,150.00,860.02,820.02,1920.12,0.00,100.00
65.5585,30.00,6248018.03,968033.66,1661177.79,28113912.08,180.00,349305.66,32599.71,600.01,35856.11,18319.45,195602.65,24246.82,1729086.38,1261638.50,15472868.52,60.00,10.00,140.00,90.00,70.00,4390.57,29225.48,110.00,720.02,550.01,1520.07,0.00,190.00
68.5379,40.00,6476178.03,935910.06,1671143.41,29393589.56,150.00,321512.01,36547.34,570.01,36547.53,17498.62,224238.57,23966.44,1631451.23,1204898.73,14360262.29,60.00,40.00,70.00,100.00,10.00,3640.40,28995.07,90.00,770.02,600.01,1620.08,0.00,110.00
71.5177,40.00,6020291.79,911601.31,1620471.07,28059982.08,200.00,254679.14,34974.19,400.00,32329.36,17178.31,218224.25,23896.34,1621802.94,1205936.70,14647732.28,110.00,40.00,90.00,40.00,20.00,3560.38,23526.51,120.00,810.02,670.01,1550.08,10.00,0.00
74.4965,80.00,5975439.91,918261.24,1542209.20,27759619.59,150.00,211917.18,37238.76,520.01,33611.74,15947.16,231500.97,26169.59,1612774.51,1214534.04,14519056.03,80.00,0.00,60.00,30.00,60.00,3590.38,20252.24,10.00,790.02,1020.03,1840.11,0.00,80.00
77.4769,10.00,5722403.04,890575.69,1538149.66,26646757.10,160.00,171134.27,31848.36,490.01,31327.57,16307.49,230751.31,23986.46,1525861.70,1098409.36,13539216.05,70.00,30.00,170.00,30.00,70.00,2930.26,19591.45,90.00,600.01,810.02,1490.07,0.00,100.00
80.4557,40.00,5718050.54,863108.97,1529667.01,26925277.10,180.00,158075.00,32479.49,450.01,28673.10,13825.38,224937.32,23635.99,1529543.73,1158496.94,13985621.04,60.00,0.00,130.00,40.00,80.00,2840.24,18480.19,40.00,620.01,410.01,1290.05,0.00,80.00
83.4355,70.00,6064731.78,954059.75,1625718.73,28852939.57,200.00,151024.50,33962.25,600.01,28903.47,13555.17,222162.69,24086.60,1612046.69,1198435.22,14336692.29,90.00,20.00,120.00,50.00,30.00,3120.29,18700.43,210.00,660.01,580.01,1320.05,0.00,20.00
86.4148,110.00,6177431.78,925344.05,1503779.20,26610247.10,210.00,129798.95,29864.94,520.01,27641.47,14205.68,218558.30,22774.84,1582949.51,1131945.53,14329684.79,110.00,0.00,210.00,50.00,30.00,2510.19,19401.23,130.00,680.01,440.01,1340.06,0.00,40.00
89.3947,30.00,5341053.67,862553.82,1380861.70,24181109.64,120.00,114052.22,30115.36,510.01,26469.69,12314.27,202216.19,22925.04,1590421.70,1173694.59,14017436.04,60.00,0.00,360.00,160.00,40.00,3290.32,19351.17,90.00,450.01,450.01,1670.09,0.00,10.00
92.3735,60.00,5923482.41,874583.58,1439621.07,24800387.13,190.00,102009.87,28683.00,410.00,22424.13,11633.81,209044.65,22594.60,1574730.29,1170809.98,13866557.29,70.00,0.00,200.00,70.00,40.00,4100.50,19801.70,180.00,500.01,430.01,1180.04,0.00,70.00
95.3539,50.00,5969438.04,960260.77,1482722.48,26055157.11,210.00,100873.46,30706.36,600.01,23215.15,12194.19,193307.69,21933.76,1624473.10,1216772.17,14646708.53,90.00,10.00,90.00,80.00,20.00,5150.79,22334.88,100.00,370.00,330.00,1360.06,0.00,80.00
98.3327,30.00,5798600.54,891152.72,1410261.07,24844569.63,200.00,90297.21,30235.56,360.00,22994.86,11523.74,167093.36,22234.14,1678679.19,1207895.92,14841049.78,60.00,10.00,170.00,90.00,20.00,3410.35,20923.06,110.00,580.01,540.01,1130.04,0.00,50.00
101.3125,50.00,5703374.92,873724.13,1378393.26,24607474.63,160.00,83202.95,28833.24,600.01,24346.66,11433.68,163560.67,22714.76,1811031.54,1247643.26,15398621.02,60.00,0.00,90.00,20.00,30.00,3490.36,25799.86,90.00,530.01,250.00,1130.04,0.00,80.00
104.2918,40.00,5952421.16,908156.55,1453194.04,25310029.62,140.00,84549.23,28823.23,380.00,22283.95,11253.57,161380.84,23535.85,1759248.72,1299083.42,15790281.01,80.00,20.00,110.00,50.00,50.00,3450.35,25719.73,60.00,550.01,380.00,1240.05,0.00,40.00
107.2717,80.00,5661711.79,905311.16,1364671.70,23396559.65,100.00,80550.85,27701.46,420.00,22153.79,10242.95,144909.55,23415.69,1707124.04,1279158.42,15106799.77,50.00,20.00,160.00,70.00,10.00,4250.54,30748.20,30.00,550.01,470.01,1080.04,0.00,50.00
110.2505,50.00,5809816.79,902203.58,1412118.73,24867359.63,140.00,83152.71,28943.42,630.01,24727.18,13024.78,149789.82,24797.59,1972973.72,1424665.29,17669572.24,110.00,0.00,110.00,60.00,50.00,10553.32,52090.88,110.00,820.02,780.02,4070.52,0.00,270.00
113.2309,100.00,6227513.66,946166.47,1367687.95,23748939.65,140.00,107310.75,27120.57,440.01,27341.00,15696.94,147904.11,23105.28,2100775.59,1520040.13,19306765.96,150.00,50.00,180.00,60.00,90.00,8902.36,53876.51,160.00,1600.08,1520.07,9432.80,10.00,230.00
116.2097,10.00,4884056.49,734613.74,949979.52,15825466.01,90.00,84689.89,18059.12,370.00,19070.22,9422.50,87555.57,12154.23,1098498.97,771506.63,9432780.48,60.00,20.00,130.00,70.00,40.00,2850.24,28454.15,40.00,600.01,560.01,1280.05,0.00,70.00
119.1895,10.00,2375495.75,367309.14,544323.43,8205560.50,90.00,45397.50,9342.44,350.00,10042.83,5650.90,48125.20,7121.45,612793.35,429812.77,4890187.43,40.00,0.00,110.00,40.00,60.00,2920.25,12504.67,40.00,250.00,270.00,710.02,0.00,10.00
122.1688,0.00,1311389.67,205150.21,285456.13,4545722.74,80.00,25578.27,5600.88,150.00,6611.23,3060.26,25318.06,3280.31,336116.01,240598.51,2723986.21,30.00,30.00,100.00,40.00,50.00,870.02,6011.08,30.00,400.01,310.00,810.02,0.00,30.00
125.1487,10.00,697107.80,109666.68,171933.77,2614185.59,100.00,14906.21,3010.25,30.00,4080.47,5040.72,14816.19,1890.10,187208.79,129358.05,1541638.41,0.00,0.00,90.00,0.00,10.00,870.02,3690.41,0.00,100.00,130.00,220.00,0.00,10.00
128.1280,0.00,451224.95,61221.95,89460.82,1386160.29,30.00,7511.58,2710.21,60.00,2380.16,1370.05,8211.90,910.02,114041.42,75814.46,921829.67,10.00,0.00,110.00,20.00,10.00,250.00,1940.11,0.00,110.00,40.00,200.00,0.00,0.00
131.1078,20.00,255930.64,36556.37,50851.43,791589.05,50.00,5030.71,1690.08,90.00,1890.10,970.03,4680.62,760.02,59701.95,44366.37,523024.21,0.00,0.00,140.00,30.00,0.00,110.00,1070.03,0.00,40.00,0.00,160.00,0.00,0.00
134.0867,0.00,157522.56,21282.33,30756.14,530075.66,40.00,2440.17,1140.04,40.00,1130.04,590.01,2950.25,450.01,39965.71,25799.07,297478.02,0.00,0.00,20.00,10.00,0.00,150.00,800.02,0.00,80.00,30.00,220.00,0.00,10.00
137.0670,0.00,85287.54,13224.76,18149.11,308339.57,60.00,1850.10,960.03,40.00,940.02,8912.24,1870.10,320.00,24567.28,14075.68,173237.01,0.00,20.00,130.00,10.00,30.00,50.00,320.00,0.00,20.00,70.00,40.00,0.00,0.00
140.0458,0.00,56747.53,7571.56,12564.36,190105.15,10.00,1430.06,880.02,50.00,990.03,470.01,1270.05,340.00,14025.63,10062.90,115934.42,10.00,0.00,100.00,0.00,20.00,40.00,250.00,0.00,30.00,30.00,120.00,0.00,0.00
143.0257,0.00,29854.25,4750.61,8381.94,124517.73,60.00,840.02,820.02,10.00,930.02,460.01,690.01,170.00,9622.65,6061.05,67560.74,0.00,0.00,110.00,20.00,30.00,0.00,200.00,0.00,30.00,30.00,90.00,0.00,0.00
146.0050,0.00,22593.89,3280.29,4960.68,88174.70,80.00,550.01,750.02,0.00,770.02,380.00,530.01,100.00,6651.27,3780.41,44657.16,0.00,0.00,60.00,0.00,0.00,80.00,170.00,30.00,50.00,20.00,110.00,0.00,0.00
148.9766,0.00,16907.78,3570.35,3570.35,58815.60,80.00,410.00,720.01,30.00,730.02,320.00,460.01,110.00,5350.82,2280.15,46782.72,10.00,0.00,100.00,10.00,10.00,0.00,120.00,0.00,40.00,30.00,90.00,0.00,0.00


          Printed:2021-02-01 15:16:44
