C:\Agilent\ICPMH\1\DATA\Steven.Christopher Batch Data\1FEB21SC2436.b\001SMPL.d
Intensity Vs Time,CPS
Acquired      : 2021-02-01 15:46:21 using Batch 1FEB21SC2436.b
Time [Sec],Li7 -> 7,Mg24 -> 24,Mg25 -> 25,Ca43 -> 43,Ca44 -> 44,Sc45 -> 45,Mn55 -> 55,Fe57 -> 57,Co59 -> 59,Cu63 -> 63,Cu65 -> 65,Zn66 -> 66,Rb85 -> 85,Sr86 -> 86,Sr87 -> 87,Sr88 -> 88,Y89 -> 89,Cd111 -> 111,Cd114 -> 114,Sb121 -> 121,Sb123 -> 123,Ba137 -> 137,Ba138 -> 138,Tl205 -> 205,Pb206 -> 206,Pb207 -> 207,Pb208 -> 208,Th232 -> 232,U238 -> 238
32.7849,120.00,5533942.42,811910.22,1510506.07,28348859.58,180.00,536131.32,31347.47,480.01,61887.51,29915.19,153309.70,28613.42,1713758.88,1359844.20,16303754.76,80.00,20.00,340.00,80.00,40.00,11714.09,78362.88,50.00,350.00,450.01,890.03,0.00,50.00
35.7637,20.00,5920300.54,910834.52,1583413.41,28114294.58,120.00,612949.05,34433.14,450.01,57603.16,31337.64,174322.46,33431.97,1905194.66,1387349.04,17115030.99,80.00,20.00,160.00,40.00,20.00,10713.42,72667.29,190.00,570.01,420.01,870.02,0.00,100.00
38.7436,80.00,6163230.53,926184.91,1692660.91,29633377.06,220.00,683371.63,32028.68,570.01,77578.88,25378.13,173837.71,28693.55,1859345.44,1395664.98,16721222.25,50.00,30.00,160.00,80.00,60.00,9072.45,64915.56,80.00,470.01,230.00,830.02,0.00,70.00
41.7229,60.00,5822411.79,876051.16,1598317.16,28871114.57,170.00,665714.52,33331.06,760.02,42079.73,20852.24,186424.57,30065.85,1818175.29,1330074.04,16273233.51,110.00,40.00,1360.05,40.00,30.00,8242.03,53585.59,200.00,400.01,370.00,1130.04,0.00,130.00
44.7027,60.00,5662462.42,895906.08,1612842.32,28097402.08,230.00,555519.95,33551.47,770.02,42149.90,19490.69,197867.58,31237.91,1773059.82,1280308.26,15641421.02,70.00,10.00,260.00,120.00,80.00,7501.68,47176.34,190.00,490.01,310.00,1090.04,10.00,80.00
47.6815,80.00,6241178.66,893167.17,1655314.66,28863674.57,90.00,470627.26,32259.10,700.01,41448.25,20381.69,211614.88,29324.60,1778222.63,1284038.18,16843584.75,50.00,30.00,120.00,70.00,190.00,7071.49,46103.36,160.00,680.01,720.02,1130.04,10.00,100.00
50.6619,120.00,6162944.91,899295.85,1651568.41,29389279.56,160.00,401135.35,35675.58,600.01,39012.75,19160.34,218244.49,29354.65,1731132.32,1311481.86,16613224.75,90.00,30.00,200.00,30.00,120.00,6111.11,38614.46,60.00,460.01,450.01,1090.04,0.00,60.00
53.6407,60.00,5979769.29,912199.83,1714716.54,29133864.57,290.00,330778.67,33791.92,600.01,33060.71,17698.82,213993.16,29364.67,1748919.82,1239330.61,14813774.78,50.00,10.00,280.00,140.00,70.00,5350.85,37261.40,70.00,460.01,570.01,1370.06,0.00,60.00
56.6205,100.00,5804688.66,871397.33,1611696.07,28470992.08,230.00,284808.16,34352.99,400.00,41578.56,20301.60,239688.65,31318.05,1773429.66,1323285.76,16803179.75,70.00,10.00,190.00,50.00,0.00,6851.40,41812.12,150.00,610.01,440.01,1270.05,0.00,50.00
59.5999,60.00,5442207.42,829198.11,1544911.07,27155654.60,210.00,230575.72,34342.97,740.02,40576.25,20762.14,214438.47,31708.76,1792162.47,1311912.64,16398607.26,0.00,0.00,200.00,150.00,70.00,5310.84,34585.67,180.00,400.01,610.01,820.02,0.00,30.00
62.5797,90.00,5979404.91,956628.27,1837759.50,30753024.54,230.00,235833.59,34042.40,750.02,44656.01,20892.29,242962.75,35626.30,1960369.66,1402361.54,16942462.25,90.00,30.00,70.00,70.00,30.00,5410.87,35637.87,150.00,600.01,430.01,1250.05,0.00,80.00
65.5585,120.00,6199226.16,949786.39,1670192.48,30989962.04,220.00,231051.77,37519.35,780.02,40385.81,25618.47,253174.08,31548.47,1829706.69,1348383.10,16492553.50,100.00,0.00,150.00,90.00,80.00,5080.77,36349.40,170.00,710.02,330.00,950.03,0.00,80.00
68.5389,160.00,6716531.77,975261.78,1698173.88,29183662.07,40.00,213283.26,35324.88,760.02,41317.95,18960.12,263147.69,33171.47,1943460.75,1411290.60,17257902.24,160.00,10.00,110.00,80.00,50.00,5220.81,36229.14,130.00,580.01,450.01,1230.05,30.00,0.00
71.5177,90.00,6163028.03,896011.00,1606976.69,28829309.57,190.00,198160.95,35074.39,670.01,42310.28,20411.73,260671.52,36528.16,2012198.41,1412427.32,17983903.48,130.00,10.00,80.00,40.00,60.00,5440.88,35928.49,150.00,770.02,680.01,1450.07,0.00,20.00
74.4975,100.00,7214532.39,1094490.37,1836419.04,31571922.03,170.00,187123.08,37840.03,790.02,36417.26,19811.05,266334.72,36558.22,2032187.31,1524076.07,18350453.48,90.00,20.00,100.00,110.00,30.00,6251.17,40749.51,240.00,590.01,480.01,920.03,10.00,40.00
77.4769,100.00,7329139.89,1082277.09,1728449.35,30869402.04,210.00,183778.71,37639.60,700.01,46320.26,18870.02,263644.98,33121.38,2163262.94,1557673.41,19552570.96,80.00,10.00,180.00,50.00,80.00,6531.27,43195.63,220.00,530.01,370.00,1060.04,0.00,10.00
80.4567,90.00,7136859.89,1063410.84,1714887.32,28959624.57,180.00,171921.77,36086.40,640.01,41027.28,19490.69,288507.52,38372.11,2321219.65,1681355.29,19397597.21,60.00,0.00,120.00,40.00,100.00,7411.64,50225.19,190.00,620.01,360.00,990.03,0.00,40.00
83.4355,120.00,7331315.52,1121032.80,1642362.16,29290779.56,130.00,179758.16,38351.11,680.01,41247.79,18659.80,255263.73,34784.61,2206919.81,1588868.57,19271884.71,20.00,20.00,200.00,120.00,50.00,7351.61,49543.17,160.00,460.01,410.01,920.03,0.00,30.00
86.4159,60.00,7656054.26,1124824.51,1750780.13,31327277.03,210.00,184496.03,34032.37,730.01,40014.97,18739.89,265015.17,37069.30,2202398.87,1562064.66,19853084.70,130.00,20.00,170.00,80.00,40.00,8031.92,54227.65,90.00,750.02,440.01,1090.04,0.00,60.00
89.3947,80.00,7801553.01,1227319.59,1783407.32,31480379.53,170.00,190387.22,35605.44,710.01,37840.22,19490.69,239009.59,34985.00,2177579.97,1626745.60,20891427.19,70.00,10.00,180.00,50.00,60.00,8151.98,51529.14,160.00,640.01,620.01,1340.06,0.00,80.00
92.3745,60.00,8355437.38,1248541.86,1858651.53,30845854.54,140.00,199343.98,34202.70,670.01,42861.60,21272.74,247089.18,39735.15,2322577.78,1640396.54,20016718.45,70.00,0.00,80.00,100.00,20.00,10643.38,63961.89,190.00,650.01,540.01,1040.03,0.00,50.00
95.3539,60.00,8400917.37,1172189.12,1751081.22,31127339.54,160.00,215104.88,34733.73,590.01,46059.58,21733.30,257444.94,46301.29,2401386.68,1741716.38,21212937.18,80.00,30.00,280.00,130.00,150.00,12524.68,83075.52,110.00,690.01,600.01,1210.05,0.00,60.00
98.3337,20.00,9080610.49,1223847.40,1751254.51,30046867.05,190.00,226899.16,34252.80,830.02,37048.56,17758.88,209854.14,40707.38,2521669.18,1740773.88,22085527.17,60.00,40.00,230.00,120.00,60.00,13375.33,97402.38,260.00,600.01,540.01,1690.09,0.00,200.00
101.3125,30.00,8761499.87,1267323.65,1777642.32,30417397.05,260.00,286200.09,34553.38,530.01,42290.23,20892.29,204704.47,46521.88,2798999.96,2020197.78,24648022.13,50.00,0.00,150.00,60.00,80.00,19351.16,124541.30,210.00,570.01,510.01,1320.05,0.00,100.00
104.2929,70.00,9140920.49,1333719.67,1814545.13,31349822.03,150.00,387489.56,34342.97,590.01,44375.31,21212.67,198100.11,46531.90,2954551.21,2114428.25,26547867.10,140.00,20.00,60.00,70.00,70.00,25048.70,172433.04,280.00,850.02,550.01,1750.10,0.00,220.00
107.2717,70.00,9935186.10,1399806.39,1808404.35,32552392.01,150.00,493336.67,37178.64,610.01,40065.09,20902.30,194783.71,43173.30,3120462.45,2268211.06,27460859.59,200.00,30.00,120.00,130.00,40.00,32040.59,215082.13,240.00,930.03,700.02,1550.08,0.00,200.00
110.2515,100.00,10046631.73,1439233.26,1765277.16,30142399.55,170.00,448684.37,36336.91,740.02,54653.87,27290.96,198807.99,42160.82,3051486.83,2229782.47,28067542.08,110.00,20.00,270.00,90.00,160.00,38444.03,257626.15,210.00,910.03,890.03,2060.13,0.00,440.01
113.2309,150.00,10342604.85,1462224.51,1744165.13,31226339.53,160.00,521827.77,40555.97,950.03,91494.79,41097.51,250567.46,52558.96,3427463.07,2514053.87,27467532.09,130.00,20.00,90.00,120.00,80.00,26140.37,172332.01,110.00,640.01,380.00,1110.04,0.00,150.00
116.2107,20.00,5378131.79,727642.80,846484.67,15130761.02,40.00,219305.37,16687.79,390.00,26049.07,79859.23,88329.39,16477.77,1212103.58,833190.69,10225455.47,20.00,0.00,80.00,50.00,10.00,12824.90,92856.68,130.00,290.00,130.00,470.01,0.00,120.00
119.1895,40.00,2841330.90,419367.18,494440.66,7793084.26,50.00,110751.60,8632.08,220.00,14265.72,7231.47,46460.77,8932.28,629906.75,433871.44,5247604.30,0.00,0.00,120.00,30.00,20.00,6511.26,39777.18,0.00,100.00,60.00,240.00,0.00,40.00
122.1699,0.00,1416682.17,196769.20,253576.11,3831167.44,50.00,59589.03,4700.62,120.00,7441.56,3760.40,23675.79,4240.51,324947.40,229166.07,2585514.81,0.00,10.00,80.00,20.00,10.00,3020.27,21613.94,0.00,250.00,120.00,250.00,0.00,20.00
125.1487,0.00,679588.82,107483.83,127991.50,1972298.41,60.00,27881.70,2970.25,30.00,3770.40,2150.13,11593.79,2200.14,156579.31,115229.48,1346978.73,20.00,0.00,80.00,0.00,20.00,1660.08,10983.60,20.00,50.00,30.00,90.00,0.00,0.00
128.1285,10.00,374631.79,53858.92,63782.32,1042671.94,90.00,16747.83,1530.07,50.00,2680.20,950.03,6491.19,1300.05,85850.65,55588.46,660413.51,0.00,0.00,120.00,10.00,0.00,900.02,4980.74,0.00,190.00,180.00,250.00,0.00,10.00
131.1078,0.00,208719.14,28592.25,31537.49,546854.87,40.00,7381.52,1350.05,30.00,1940.11,920.02,3660.38,540.01,42010.50,32139.59,348806.87,20.00,0.00,80.00,0.00,0.00,560.01,3190.30,0.00,20.00,90.00,90.00,0.00,0.00
134.0877,0.00,108851.57,13645.07,16597.62,290832.77,60.00,4500.57,800.02,20.00,1480.06,490.01,1870.10,340.00,24086.61,15306.71,192982.89,0.00,0.00,70.00,10.00,0.00,180.00,1830.10,0.00,10.00,30.00,60.00,0.00,0.00
137.0670,0.00,57319.30,6601.19,9112.30,154548.38,70.00,2560.18,650.01,0.00,1130.04,460.01,1730.08,250.00,11753.96,7731.71,109281.64,0.00,0.00,0.00,0.00,0.00,100.00,970.03,20.00,200.00,180.00,270.00,0.00,0.00
140.0468,0.00,28041.39,4340.51,5430.82,93983.88,120.00,1570.07,480.01,0.00,990.03,490.01,740.02,90.00,7181.48,5150.76,53491.99,0.00,0.00,90.00,0.00,0.00,40.00,490.01,0.00,40.00,40.00,100.00,0.00,10.00
143.0257,0.00,24426.23,2460.16,2730.21,40405.14,90.00,980.03,560.01,10.00,860.02,300.00,410.00,70.00,5500.87,2550.19,39434.57,0.00,0.00,10.00,0.00,10.00,80.00,300.00,0.00,60.00,50.00,60.00,0.00,0.00
146.0055,0.00,14235.51,1030.03,1540.07,35324.51,60.00,710.01,720.01,20.00,830.02,450.01,580.01,30.00,4850.67,1480.06,17969.26,0.00,0.00,20.00,0.00,20.00,10.00,180.00,0.00,190.00,280.00,320.00,0.00,0.00
148.9777,0.00,7081.37,1030.03,1720.08,20421.54,30.00,810.02,450.01,10.00,810.02,470.01,630.01,80.00,2780.22,1130.04,15066.51,0.00,0.00,100.00,0.00,0.00,10.00,110.00,0.00,110.00,190.00,120.00,0.00,0.00


          Printed:2021-02-01 15:48:56
