C:\Agilent\ICPMH\1\DATA\Steven.Christopher Batch Data\1FEB21612CALEND.b\001SMPL.d
Intensity Vs Time,CPS
Acquired      : 2021-02-01 16:40:34 using Batch 1FEB21612CALEND.b
Time [Sec],Li7 -> 7,Mg24 -> 24,Mg25 -> 25,Ca43 -> 43,Ca44 -> 44,Sc45 -> 45,Mn55 -> 55,Fe57 -> 57,Co59 -> 59,Cu63 -> 63,Cu65 -> 65,Zn66 -> 66,Rb85 -> 85,Sr86 -> 86,Sr87 -> 87,Sr88 -> 88,Y89 -> 89,Cd111 -> 111,Cd114 -> 114,Sb121 -> 121,Sb123 -> 123,Ba137 -> 137,Ba138 -> 138,Tl205 -> 205,Pb206 -> 206,Pb207 -> 207,Pb208 -> 208,Th232 -> 232,U238 -> 238
53.6407,1830.09,61583.06,8161.81,305194.72,4791575.55,181356.68,312311.25,17999.06,432950.74,277346.32,130991.54,130991.92,248535.88,89639.63,174811.91,804347.64,579093.86,45600.70,105947.85,215317.18,177090.52,89096.15,575986.05,214069.22,217861.21,189451.89,443781.79,562264.02,659444.44
56.6195,1880.09,63007.88,8622.03,318369.04,5024205.55,183286.01,313542.50,18019.08,446303.86,281734.49,133641.16,129440.60,264710.93,90534.23,170953.94,796457.25,581770.89,41730.84,111996.29,229501.23,172685.39,82713.57,566335.19,199380.37,218611.34,199017.67,477982.53,569405.85,701370.61
59.5999,1760.08,64222.07,8722.07,301666.19,4701017.74,176882.60,309055.48,17208.28,478461.48,297671.01,148468.28,132533.31,278635.03,97119.49,185501.50,839834.67,571488.66,42432.56,106521.39,208057.46,160233.99,84512.51,545448.98,210127.22,205781.99,180013.18,424567.34,553146.91,656503.82
62.5787,2100.12,56466.66,8181.82,309934.31,5123822.74,182003.12,294086.42,15656.86,405752.53,257085.27,123548.46,125854.93,261218.96,90202.52,168096.33,763625.30,547464.84,45350.03,112227.78,235522.87,183963.14,86271.43,575489.44,217485.06,227241.01,216737.05,484691.28,580835.54,618502.30
65.5585,1780.09,56847.84,7801.66,312630.15,5071934.61,180245.62,292602.40,16217.36,414704.95,268156.95,126720.70,125834.78,246010.50,85388.40,164189.41,764387.80,552500.19,43214.52,108232.12,220857.67,160486.36,77729.80,521462.80,182064.84,197983.98,180346.93,409396.91,520575.23,583186.12
68.5379,1760.08,55463.61,7421.50,289347.26,4639068.06,167150.51,281679.23,15116.39,403492.14,240779.33,115263.00,124092.59,237564.80,83027.04,159122.73,719849.68,509034.72,40116.98,105273.70,204373.08,158639.08,75600.09,520586.20,179384.68,195311.29,180063.75,427586.67,554037.69,599873.27
71.5177,1750.08,54671.24,7231.42,289357.46,4613058.99,168381.87,288608.30,14836.16,407992.81,233878.10,113370.88,124525.58,238517.65,92856.39,162967.99,741697.80,510846.67,41069.24,103834.93,216127.36,160536.82,77267.67,505638.63,164000.13,193681.52,179608.63,439268.98,533811.05,606056.32
74.4965,1690.08,56637.19,7281.44,293178.24,4897720.55,174085.58,295235.07,16237.37,403164.84,243952.14,115957.50,128050.55,251731.15,89307.94,173064.59,790630.69,553170.97,41269.72,99116.99,216947.71,174433.16,87155.99,586625.93,187426.48,204910.86,189209.02,438765.35,552836.12,625046.40
77.4769,1710.08,57690.45,7931.71,304584.57,4934391.80,185458.02,299078.08,15756.94,400424.17,247885.95,119933.80,131294.15,250473.28,89328.04,163089.12,739893.58,529285.34,40437.74,97175.88,202430.02,157599.46,79146.41,537714.80,179789.20,202034.41,180003.06,425275.93,537711.52,622465.93
80.4557,2130.12,70675.71,8942.18,291125.48,4825730.24,173853.40,288455.87,15837.02,417703.67,262676.05,125844.49,128554.20,265117.03,87398.30,172256.66,773883.43,539780.34,38844.05,104076.38,224363.20,166867.54,83115.56,542309.45,188509.16,200859.70,186224.10,456124.02,563870.38,642611.16
83.4355,1970.10,60037.96,8351.90,289774.00,4540036.49,172803.36,290671.30,16337.47,426539.10,258038.90,126247.33,128121.06,267411.64,94716.35,183005.33,807079.68,535996.05,41319.84,100937.62,213737.36,171038.83,85055.24,556193.78,185483.96,202824.37,182440.60,444521.99,541530.07,640871.55
86.4148,1730.08,56566.97,8101.79,293635.58,4667849.62,177135.04,296678.69,15736.93,408739.53,256821.46,117698.90,130881.12,246831.97,88795.34,154188.71,696176.01,478147.30,35266.32,84116.79,165664.57,119328.66,55592.03,324024.14,106082.16,117159.72,102489.23,229809.92,239187.98,259721.30
89.3947,600.01,20941.93,2670.19,101524.30,1495076.54,54121.03,82117.95,4690.62,112342.63,70439.25,32078.96,94470.92,64007.07,21122.78,38101.58,158427.00,116337.41,8922.33,22124.33,43996.95,32020.22,13835.71,89739.76,31681.48,50459.88,43760.13,103405.37,77662.65,90231.06
92.3735,300.00,7031.35,1000.03,35104.05,526805.97,20421.55,33280.91,2160.13,42570.74,28342.57,13294.98,85485.51,26440.00,9262.46,15837.19,60093.45,44587.02,3220.30,8512.12,16948.44,13345.26,4940.73,33102.68,11273.99,36401.59,32753.70,80654.18,31902.56,32083.07
95.3539,90.00,2700.20,410.00,14115.51,231331.99,8502.00,12424.31,1130.04,16787.90,12934.70,5260.78,89786.68,9462.56,4280.52,6111.07,24837.69,16738.04,1260.05,2950.25,5881.02,4180.52,2450.18,13635.55,4070.52,28786.02,27173.20,63506.66,11544.27,13365.74
98.3327,50.00,88703.67,4560.57,5260.77,96416.65,3380.32,4590.59,650.01,6651.24,6741.28,2800.22,90450.05,4270.52,2320.15,2040.12,10122.94,6981.40,570.01,1000.03,2880.24,2090.13,930.03,4780.68,2080.14,27623.95,24568.97,58698.22,5230.88,5420.95
101.3125,10.00,600.01,100.00,2170.13,38040.02,1410.06,3100.27,510.01,3260.30,3690.38,1860.10,86550.66,1570.07,1900.10,1070.03,4200.51,2810.23,240.00,550.01,1180.04,950.03,430.01,2510.19,750.02,25209.95,22796.33,52446.42,1850.11,1970.12
104.2918,0.00,310.00,70.00,1030.03,19060.05,520.01,1030.03,670.01,1080.03,3070.26,1480.06,80884.01,830.02,1300.05,350.00,2000.11,1300.05,30.00,290.00,720.02,540.01,90.00,970.03,440.01,23637.54,21274.22,48684.47,1130.04,1210.05
107.2717,0.00,140.00,10.00,500.01,8512.00,410.00,770.02,590.01,590.01,2060.12,1200.04,85545.79,670.01,1240.04,270.00,950.03,630.01,30.00,330.00,360.00,210.00,90.00,420.01,280.00,23958.02,20232.86,49236.16,450.01,400.01
110.2505,0.00,30.00,30.00,270.00,4180.48,140.00,390.00,490.01,300.00,2670.20,1050.03,79819.20,130.00,1170.04,100.00,620.01,310.00,10.00,160.00,220.00,140.00,30.00,280.00,190.00,25640.64,20643.39,51944.77,260.00,300.00
113.2309,0.00,50.00,10.00,80.00,2700.20,160.00,400.00,370.00,220.00,2340.15,1260.04,81848.42,50.00,1440.06,110.00,130.00,280.00,30.00,20.00,140.00,120.00,20.00,140.00,160.00,24278.51,22405.77,55847.97,190.00,150.00
116.2097,0.00,20.00,0.00,160.00,2100.12,100.00,500.01,520.01,100.00,2230.14,910.02,83204.70,150.00,1080.03,60.00,200.00,60.00,10.00,70.00,110.00,70.00,60.00,60.00,150.00,27303.40,21164.07,51774.21,120.00,120.00
119.1895,0.00,20.00,0.00,50.00,2130.13,80.00,330.00,510.01,120.00,2220.14,1090.03,83134.37,110.00,1000.03,20.00,80.00,60.00,10.00,90.00,90.00,70.00,40.00,170.00,80.00,25390.24,22776.30,53299.25,90.00,100.00
122.1688,0.00,60.00,10.00,50.00,1380.05,90.00,400.00,480.01,60.00,2330.15,1170.04,81215.51,120.00,1230.04,0.00,170.00,50.00,10.00,80.00,150.00,110.00,20.00,90.00,140.00,24228.43,20903.73,48062.58,30.00,50.00
125.1487,0.00,70.00,10.00,60.00,1380.05,90.00,360.00,520.01,40.00,2050.12,1080.03,80160.73,70.00,950.03,80.00,90.00,70.00,0.00,70.00,70.00,80.00,10.00,70.00,100.00,23377.16,19952.51,46467.85,30.00,10.00
128.1280,0.00,80.00,40.00,90.00,950.03,100.00,350.00,500.01,110.00,2040.12,1170.04,80964.37,70.00,1180.04,30.00,90.00,10.00,0.00,50.00,60.00,40.00,0.00,60.00,90.00,25219.97,22175.45,48975.36,10.00,70.00
131.1078,0.00,30.00,0.00,10.00,1050.03,90.00,230.00,560.01,20.00,2190.14,1070.03,85294.60,50.00,1040.03,20.00,60.00,50.00,0.00,40.00,70.00,80.00,20.00,150.00,100.00,25710.76,21985.19,48935.23,50.00,60.00
134.0867,0.00,50.00,0.00,30.00,970.03,110.00,240.00,450.01,50.00,2050.12,1260.04,80311.41,60.00,1190.04,90.00,50.00,30.00,0.00,60.00,90.00,20.00,0.00,140.00,150.00,24038.14,21324.29,47460.78,40.00,20.00
137.0670,0.00,70.00,0.00,10.00,560.01,30.00,330.00,400.00,100.00,2210.14,950.03,74887.76,40.00,1150.04,10.00,50.00,10.00,10.00,90.00,40.00,90.00,20.00,50.00,50.00,23226.94,21104.00,52135.39,50.00,10.00
140.0458,0.00,20.00,0.00,10.00,1070.03,30.00,380.00,600.01,40.00,2060.12,910.02,77177.54,50.00,1300.05,30.00,90.00,30.00,0.00,70.00,30.00,30.00,0.00,70.00,50.00,25400.25,21734.84,53339.37,20.00,30.00
143.0257,0.00,40.00,0.00,100.00,610.01,50.00,350.00,490.01,30.00,2280.15,980.03,79256.68,30.00,1110.04,70.00,30.00,50.00,30.00,70.00,60.00,50.00,40.00,110.00,50.00,25680.71,21855.01,51784.24,0.00,10.00
146.0050,0.00,30.00,0.00,40.00,860.02,80.00,370.00,460.01,60.00,1950.11,1140.04,83355.41,30.00,1080.03,10.00,40.00,10.00,10.00,70.00,110.00,90.00,10.00,50.00,140.00,24508.86,21925.10,50359.68,210.00,0.00
148.9766,0.00,80.00,10.00,30.00,590.01,100.00,260.00,450.01,20.00,2200.14,770.02,82883.20,50.00,960.03,20.00,40.00,0.00,0.00,70.00,10.00,50.00,10.00,100.00,90.00,25019.65,22596.04,53469.81,0.00,60.00


          Printed:2021-02-01 16:43:12
