C:\Agilent\ICPMH\1\DATA\Steven.Christopher Batch Data\1FEB21SC2402.b\001SMPL.d
Intensity Vs Time,CPS
Acquired      : 2021-02-01 16:08:12 using Batch 1FEB21SC2402.b
Time [Sec],Li7 -> 7,Mg24 -> 24,Mg25 -> 25,Ca43 -> 43,Ca44 -> 44,Sc45 -> 45,Mn55 -> 55,Fe57 -> 57,Co59 -> 59,Cu63 -> 63,Cu65 -> 65,Zn66 -> 66,Rb85 -> 85,Sr86 -> 86,Sr87 -> 87,Sr88 -> 88,Y89 -> 89,Cd111 -> 111,Cd114 -> 114,Sb121 -> 121,Sb123 -> 123,Ba137 -> 137,Ba138 -> 138,Tl205 -> 205,Pb206 -> 206,Pb207 -> 207,Pb208 -> 208,Th232 -> 232,U238 -> 238
50.6609,50.00,6220801.16,920814.52,1706414.51,30369024.55,220.00,2161131.06,36006.24,860.02,38060.69,18769.92,359333.35,33361.84,1661092.79,1272926.15,15612629.77,130.00,0.00,170.00,140.00,130.00,3380.34,23276.16,300.00,42927.82,37704.65,95385.44,0.00,220.00
53.6407,40.00,6659554.90,976579.13,1793696.07,32132429.52,160.00,2328238.56,37589.50,800.02,41949.42,25518.33,410618.59,40647.25,1852917.63,1328080.45,16315447.26,50.00,20.00,180.00,150.00,70.00,3190.30,20893.02,350.00,43318.88,36010.73,86002.11,0.00,70.00
56.6195,50.00,6804783.02,996234.44,1893448.41,32836722.01,170.00,2241848.25,36387.01,910.02,55366.07,20842.23,393578.74,38612.63,1716294.51,1243266.62,14936918.53,100.00,20.00,240.00,100.00,90.00,2960.26,18009.68,300.00,41965.26,34407.19,84423.69,30.00,60.00
59.5999,40.00,6622646.78,1006766.31,1761129.19,31330584.53,220.00,1987460.91,37409.12,780.02,52166.42,27751.68,426117.85,45248.54,1774576.07,1326507.17,16243318.51,60.00,50.00,560.01,150.00,70.00,2490.18,20812.92,350.00,41935.18,35158.83,83106.77,10.00,60.00
62.5787,50.00,6937403.65,1047102.02,1879306.53,33127314.51,230.00,1843270.44,40084.91,830.02,52778.21,32960.58,385688.28,36818.77,1711263.26,1315832.17,16443137.25,60.00,20.00,490.01,120.00,80.00,2510.19,19741.63,740.02,41103.02,37784.84,85157.58,0.00,10.00
65.5585,20.00,6973102.40,1053767.87,1939100.44,33383334.50,150.00,1602303.10,34322.93,840.02,51925.71,25578.42,383470.93,43163.27,1776268.41,1359930.45,16529293.50,170.00,30.00,290.00,60.00,130.00,3180.30,18620.34,320.00,41143.11,34076.47,86746.15,0.00,40.00
68.5379,70.00,6940654.27,1021202.02,1823251.38,31201992.04,210.00,1424892.48,35775.78,780.02,45548.27,23185.13,366375.27,43363.77,1771070.13,1320377.17,16099319.76,50.00,20.00,260.00,110.00,120.00,2710.22,18590.31,320.00,37383.86,34998.47,84413.63,0.00,20.00
71.5177,70.00,6438563.65,1019311.16,1767401.54,31608807.03,210.00,1352669.20,34352.99,670.01,60241.87,37028.58,356272.57,42200.92,1885961.69,1442690.60,17493752.24,90.00,0.00,630.01,140.00,90.00,3320.33,21303.54,340.00,38536.61,37093.12,88757.19,0.00,30.00
74.4965,20.00,7087882.39,1073005.69,1962510.13,34912489.48,120.00,1411935.76,36286.80,670.01,51935.74,25808.75,379108.67,47574.71,1982792.00,1416834.35,16297296.01,110.00,30.00,510.01,180.00,120.00,2880.25,19030.80,340.00,38486.48,34136.60,81046.16,0.00,60.00
77.4769,50.00,7265778.64,1086421.70,1815857.32,31385844.53,150.00,1236476.93,35585.40,680.01,47352.97,21913.52,350682.77,38462.31,1854247.63,1371020.45,17129018.49,100.00,0.00,230.00,120.00,170.00,2700.22,22455.04,270.00,39468.89,34487.36,86806.46,0.00,10.00
80.4557,40.00,7002191.15,1116509.12,1991212.78,35544159.47,170.00,1324467.17,39303.18,780.02,63382.77,90359.39,396083.63,52117.65,2103800.75,1496580.92,18489009.72,100.00,10.00,520.01,110.00,270.00,2600.20,21834.22,240.00,39248.34,34377.12,86685.81,10.00,30.00
83.4355,20.00,7851486.76,1150239.51,1853250.44,32221937.02,170.00,1176326.23,35124.49,650.01,91806.40,33942.42,371867.81,44907.66,1886532.78,1326938.26,15791724.76,30.00,10.00,450.01,140.00,130.00,3030.27,22174.67,290.00,42005.37,35469.52,84845.92,0.00,60.00
86.4148,70.00,7614256.76,1173696.86,1794870.60,33055474.51,160.00,1120424.98,35214.67,730.01,80572.14,34273.05,361333.39,43063.02,1972167.47,1389933.10,16257996.01,90.00,20.00,2990.26,120.00,140.00,2850.24,19411.24,240.00,36942.83,34276.90,82322.69,0.00,120.00
89.3947,60.00,7713361.76,1244030.37,1805937.16,31427017.03,140.00,927021.24,33451.29,960.03,61275.39,40195.46,361343.63,41820.00,1959181.69,1537452.01,18298609.73,70.00,40.00,600.01,100.00,60.00,3260.32,22605.24,330.00,39689.43,35569.74,85328.49,0.00,30.00
92.3735,50.00,8161724.88,1224137.33,1770001.38,30979739.54,180.00,800426.55,36477.19,960.03,92801.55,33571.72,333261.71,36397.89,1700620.91,1165342.25,13503943.55,80.00,30.00,170.00,120.00,10.00,2260.15,16057.69,160.00,40481.43,34767.97,87289.10,0.00,0.00
95.3539,20.00,4156273.69,601373.86,803867.41,14331613.54,130.00,354863.39,14385.79,320.00,27911.89,17448.57,220492.03,15897.23,721265.15,549844.52,6285838.03,0.00,0.00,190.00,80.00,30.00,1050.03,6281.18,150.00,39980.16,34707.84,77659.31,0.00,0.00
98.3327,0.00,1991058.25,314827.30,457435.27,7358361.77,50.00,174930.70,7891.74,180.00,15777.00,7591.62,179231.01,7291.52,381402.81,264297.95,3107095.89,20.00,0.00,110.00,20.00,20.00,490.01,3380.34,170.00,41022.81,36231.23,87329.32,0.00,0.00
101.3125,0.00,999603.42,159893.50,230976.25,3710746.82,90.00,90588.68,4520.57,140.00,10543.12,4600.60,158424.36,4100.48,185157.11,136532.44,1571306.23,20.00,0.00,120.00,20.00,20.00,210.00,1590.08,140.00,37624.43,34276.90,83016.30,0.00,0.00
104.2918,0.00,610086.12,76318.35,117701.95,1853124.82,50.00,49127.33,2360.16,120.00,6091.04,3440.33,140937.74,1980.11,101635.10,68845.65,729197.18,0.00,0.00,80.00,10.00,30.00,160.00,900.02,180.00,41554.18,35669.96,90507.02,0.00,0.00
107.2717,10.00,279754.27,39843.20,64424.60,897179.28,70.00,22434.05,1440.06,90.00,4780.64,2350.16,151322.77,900.02,50422.74,33271.71,390160.11,0.00,0.00,10.00,10.00,20.00,60.00,380.00,120.00,44452.00,37915.15,90185.20,0.00,0.00
110.2505,0.00,143538.65,21923.09,31417.28,532279.02,80.00,12724.52,890.02,40.00,3980.45,2050.12,137047.42,560.01,27752.05,17248.53,222380.15,0.00,0.00,30.00,0.00,20.00,40.00,220.00,160.00,41223.32,36251.27,83398.29,0.00,0.00
113.2309,0.00,75545.04,12194.05,16367.41,292418.00,60.00,9642.60,740.02,20.00,2970.25,1610.07,134266.28,250.00,17979.26,11053.50,124664.40,0.00,10.00,60.00,0.00,20.00,70.00,240.00,120.00,42466.59,36902.77,86907.02,0.00,0.00
116.2097,0.00,45756.92,5840.93,11043.37,155314.91,30.00,4030.45,660.01,20.00,2890.23,1560.07,132100.11,390.00,8352.00,4640.62,71215.25,0.00,0.00,40.00,20.00,0.00,20.00,120.00,40.00,40481.43,37754.77,85077.15,0.00,0.00
119.1895,0.00,26569.20,3760.39,5400.81,86818.14,60.00,2950.24,760.02,60.00,2730.21,1190.04,134125.22,120.00,5410.84,4180.50,39825.46,0.00,0.00,60.00,10.00,20.00,0.00,30.00,110.00,40812.27,35419.40,86303.74,0.00,0.00
122.1688,0.00,13825.20,2000.11,3340.31,51924.53,100.00,1780.09,680.01,30.00,2860.23,1640.08,137531.15,110.00,4140.49,3030.26,27922.36,0.00,10.00,50.00,20.00,0.00,10.00,40.00,150.00,39428.79,35439.45,86253.47,0.00,0.00
125.1487,0.00,10663.09,1230.04,1810.09,41507.64,40.00,1140.04,500.01,30.00,3280.30,1290.05,139395.62,50.00,3330.32,1110.04,15136.57,0.00,0.00,70.00,10.00,0.00,10.00,80.00,140.00,41844.95,37955.24,88073.42,0.00,0.00
128.1280,0.00,6020.99,900.02,1370.05,39132.35,100.00,980.03,600.01,20.00,2410.16,1500.06,140222.11,30.00,2440.17,730.02,15757.12,0.00,0.00,10.00,40.00,10.00,10.00,70.00,140.00,42105.63,37123.29,91502.70,0.00,0.00
131.1078,0.00,5200.74,570.01,700.01,16987.98,210.00,630.01,600.01,40.00,2780.22,1300.05,138024.95,0.00,2020.12,2290.15,7631.67,10.00,10.00,90.00,50.00,0.00,0.00,40.00,90.00,43689.90,38005.36,89159.43,0.00,0.00
134.0867,0.00,6591.18,580.01,1290.05,13785.26,70.00,580.01,460.01,30.00,3250.30,1330.05,137450.54,50.00,2760.22,640.01,7941.81,0.00,20.00,30.00,40.00,0.00,0.00,40.00,120.00,38917.53,34727.88,87188.54,0.00,0.00
137.0670,0.00,2740.20,480.01,550.01,11063.39,70.00,600.01,510.01,50.00,2850.23,1270.05,127023.23,20.00,1560.07,470.01,5660.92,0.00,0.00,20.00,50.00,0.00,0.00,50.00,120.00,38386.24,36191.14,88706.91,0.00,0.00
140.0458,0.00,3910.42,280.00,460.01,20932.12,90.00,630.01,560.01,10.00,2330.15,1570.07,130971.79,40.00,1760.09,440.01,5610.90,0.00,0.00,50.00,20.00,20.00,40.00,60.00,140.00,40190.69,34918.30,85298.32,0.00,0.00
143.0257,0.00,2800.21,350.00,1310.05,6521.18,90.00,500.01,730.01,40.00,2840.23,1430.06,140282.57,30.00,2250.14,510.01,3590.37,0.00,0.00,110.00,30.00,20.00,0.00,60.00,160.00,37454.03,35319.18,85489.36,0.00,0.00
146.0050,0.00,1340.05,630.01,330.00,6671.23,80.00,610.01,580.01,90.00,2830.23,1460.06,132704.58,60.00,1960.11,370.00,3480.35,0.00,20.00,80.00,50.00,0.00,0.00,30.00,140.00,39659.36,35088.67,82624.26,0.00,0.00
148.9766,0.00,1940.10,470.01,530.01,6271.09,20.00,560.01,700.01,20.00,2840.23,1550.07,130800.52,140.00,1810.09,380.00,3670.39,0.00,0.00,70.00,30.00,10.00,10.00,0.00,110.00,38857.38,36100.93,84725.28,0.00,0.00


          Printed:2021-02-01 16:10:51
